id,name,pos,team_name,price,selected_by,status,pen1,prior,benched,minutes_season,xp_h,xp_next,p_start,games,starts_actual,value
194,Thomas-Asante,FWD,COV,5.0,0.8,a,False,True,False,120,5.4591878506803715,0.904789156984185,0.248,6,0.3333333333333333,1.0918375701360743
195,Simms,FWD,COV,5.0,0.8,a,False,True,False,88,4.039900913766472,0.6695608654702833,0.18299999999999997,6,0.3333333333333333,0.8079801827532943
196,Markelo,FWD,COV,5.0,0.0,u,False,True,False,0,1.383158323357885,0.0,0.062,6,0.0,0.276631664671577
197,Bassette,FWD,COV,4.5,0.0,u,False,True,False,0,0.5780820380262509,0.0,0.023999999999999997,6,0.0,0.12846267511694465
198,Henderson,GK,CRY,5.0,1.9,a,False,False,False,270,20.653512393333255,3.778419202265808,0.949,6,1.0,4.130702478666651
199,Benitez,GK,CRY,4.5,0.1,a,False,True,False,0,7.796549222480531,1.4476784400795903,0.381,6,0.0,1.7325664938845624
200,Lacroix,DEF,CHE,6.0,8.2,a,False,False,False,270,25.548468761042326,4.948874324700801,0.9700000000000001,6,1.0,4.258078126840387
201,Muñoz,DEF,NFO,5.4,6.1,a,False,False,True,85,12.969060446597952,2.0362039599473354,0.573,6,0.3333333333333333,2.401677860481102
202,Richards,DEF,CRY,5.0,0.7,a,False,False,False,270,23.19243210485103,4.492895430497969,0.9209999999999999,6,1.0,4.638486420970206
203,Canvot,DEF,CRY,4.9,0.2,a,False,False,False,270,20.74899648048495,3.9800709624150037,0.7559999999999999,6,1.0,4.2344890776499895
204,Mitchell,DEF,CRY,4.5,5.3,a,False,False,False,253,21.155213105967153,4.256328582898359,0.8889999999999999,6,1.0,4.701158467992701
205,Sosa,DEF,CRY,4.5,0.0,u,False,True,False,0,2.3087984475544534,0.0,0.11733333333333333,6,0.0,0.5130663216787674
206,Chadi Riad,DEF,CRY,4.4,0.0,i,False,False,False,72,1.7931105767073494,0.0,0.09933333333333333,6,0.3333333333333333,0.4075251310698521
207,Mingueza,DEF,CRY,4.4,0.1,a,False,True,False,16,2.7770805167805293,0.5522588263504944,0.147,6,0.0,0.6311546629046657
208,Sarr,MID,CRY,6.3,1.0,i,False,False,False,0,4.410039742952131,0.0,0.15066666666666667,6,0.0,0.7000063084051003
209,Johnson,MID,EVE,5.9,0.1,a,False,False,False,99,7.694074166427172,1.2593051827064623,0.463,6,0.3333333333333333,1.3040803671910461
210,Wharton,MID,CRY,5.5,0.9,a,False,False,False,270,20.493600026441815,3.7697913499268134,0.886,6,1.0,3.726109095716694
211,Yeremy,MID,CRY,5.5,0.3,a,False,False,False,190,16.838502250623364,3.294421091174335,0.6789999999999999,6,0.6666666666666666,3.0615458637497026
212,Hughes,MID,CRY,4.5,9.1,a,False,False,False,16,2.8941787538011865,0.5402493410070984,0.17400000000000002,6,0.0,0.6431508341780414
213,Lerma,MID,CRY,4.9,0.1,a,False,False,False,0,3.9308717162645195,0.7181590266404492,0.17800000000000002,6,0.0,0.802218717605004
214,Kamada,MID,CRY,5.0,0.3,a,False,False,False,268,14.214668006536298,2.6266991752460207,0.7280000000000001,6,1.0,2.8429336013072595
215,Devenny,MID,CRY,5.0,0.0,u,False,False,False,0,0.9658734398119505,0.0,0.04133333333333333,6,0.0,0.1931746879623901
216,Esse,MID,CRY,5.0,0.0,u,False,True,False,0,1.3556925035304102,0.0,0.07266666666666667,6,0.0,0.27113850070608203
217,M.França,MID,CRY,4.9,0.0,a,False,True,False,0,1.975648553142738,0.3613929219461524,0.10000000000000002,6,0.0,0.40319358227402813
218,Doucouré,MID,CRY,4.9,0.1,a,False,True,False,0,1.9754762905367063,0.3613614110347422,0.10000000000000002,6,0.0,0.4031584266401441
219,J.Rak-Sakyi,MID,CRY,5.0,0.0,a,False,True,False,0,3.4017938998699058,0.6253294292567345,0.17899999999999996,6,0.0,0.6803587799739812
220,Cardines,DEF,CRY,4.5,0.0,u,False,True,False,0,1.935581473064429,0.0,0.09866666666666667,6,0.0,0.43012921623653977
221,Drakes-Thomas,MID,CRY,4.5,0.1,a,False,True,False,0,0.851981425983702,0.15584758558920386,0.043000000000000003,6,0.0,0.189329205774156
222,Strand Larsen,FWD,CRY,6.0,0.5,a,False,False,True,134,8.831432622090597,1.652781510285163,0.511,6,0.3333333333333333,1.4719054370150995
223,Mateta,FWD,CRY,6.4,2.1,i,True,False,False,62,6.424895063648054,0.0,0.21133333333333335,6,0.3333333333333333,1.0038898536950085
224,Nketiah,FWD,CRY,5.5,0.6,a,False,False,False,167,15.280663903576613,2.9452493782074445,0.588,6,1.0,2.7783025279230205
225,Uche,FWD,CRY,5.0,0.0,u,False,True,False,0,1.7469744690968145,0.0,0.07333333333333333,6,0.0,0.3493948938193629
226,Pickford,GK,EVE,5.5,8.6,a,False,False,False,270,19.844582452974443,3.323326224775003,0.965,6,1.0,3.608105900540808
227,Travers,GK,EVE,5.0,0.0,a,False,True,True,0,10.216309260527822,1.7137030206215726,0.502,6,0.0,2.0432618521055645
228,King,GK,EVE,4.5,0.0,a,False,True,False,0,5.822912420147983,0.9790137022897358,0.298,6,0.0,1.2939805378106628
229,Tarkowski,DEF,EVE,6.0,11.1,a,False,False,False,270,25.113415357586433,4.276499239669214,0.9700000000000001,6,1.0,4.1855692262644055
230,Branthwaite,DEF,EVE,5.5,1.8,a,False,False,False,270,15.300920647374676,2.630237841751722,0.722,6,1.0,2.781985572249941
231,Keane,DEF,EVE,4.9,1.0,a,False,False,False,0,10.324813872815445,1.7571201238910676,0.39399999999999996,6,0.0,2.107104872003152
232,O'Brien,DEF,EVE,4.9,0.3,a,False,False,False,0,7.52114440840092,1.2992296067609006,0.429,6,0.0,1.534927430285902
233,Mykolenko,DEF,EVE,4.5,1.9,a,False,False,False,270,14.893696560908579,2.587111110513802,0.863,6,1.0,3.309710346868573
234,Patterson,DEF,EVE,4.5,0.0,u,False,True,False,0,2.0489513017319223,0.0,0.11733333333333333,6,0.0,0.45532251149598274
235,Aznou,DEF,EVE,4.0,0.1,u,False,True,False,0,0.6194993648894819,0.0,0.034666666666666665,6,0.0,0.15487484122237047
236,Dewsbury-Hall,MID,EVE,6.5,4.4,a,False,False,False,270,23.761758868943915,3.8729547435264706,0.923,6,1.0,3.655655210606756
237,Ndiaye,MID,MCI,5.9,10.6,a,False,False,False,266,24.892764313485316,3.774315135380898,0.842,6,1.0,4.219112595505986
238,Grealish,MID,EVE,6.5,0.3,a,False,False,False,32,7.6812071998823,1.2531757318820156,0.325,6,0.0,1.1817241845972768
239,Garner,MID,EVE,6.0,0.1,d,False,False,False,148,16.69657381143714,2.431708665231512,0.6903333333333332,6,0.6666666666666666,2.7827623019061902
240,Iroegbunam,MID,HUL,5.0,0.0,a,False,False,False,4,4.628695009208151,0.7388929138102812,0.272,6,0.0,0.9257390018416303
241,McNeil,MID,CRY,5.4,0.1,a,False,False,False,84,7.835330163153328,1.4820943591738693,0.35799999999999993,6,0.3333333333333333,1.4509870672506162
242,George,MID,EVE,5.5,0.3,a,False,False,False,234,22.276481126496098,3.671878491397136,0.923,6,1.0,4.050269295726563
243,Alcaraz,MID,EVE,5.0,0.1,a,False,False,False,5,1.7310817293004643,0.2818718462121107,0.09400000000000001,6,0.0,0.34621634586009287
244,Armstrong,MID,EVE,5.0,0.4,a,False,False,False,266,10.837253389217194,1.784147660811942,0.585,6,1.0,2.167450677843439
245,Dibling,MID,EVE,5.4,0.0,a,False,True,False,0,5.009506863539751,0.8217616610988632,0.276,6,0.0,0.9276864562110649
246,Röhl,MID,EVE,5.0,0.1,a,False,False,False,249,10.912850616424826,1.804749126682716,0.584,6,1.0,2.1825701232849655
247,Hackney,MID,EVE,5.5,0.2,a,False,True,False,121,7.560198455316836,1.2344052405036212,0.36599999999999994,6,0.3333333333333333,1.3745815373303338
248,Beto,FWD,EVE,5.4,1.2,u,False,False,False,31,2.615262624485557,0.0,0.09533333333333333,6,0.0,0.48430789342325126
249,Barry,FWD,EVE,5.6,5.3,a,True,False,False,237,22.668597290796825,3.604302508098061,0.805,6,1.0,4.047963801928005
250,Leno,GK,FUL,4.5,3.1,a,False,False,False,270,19.295146837565117,2.888458795844959,0.93,6,1.0,4.287810408347804
251,Lecomte,GK,FUL,4.0,1.2,a,False,True,False,0,5.111273334547132,0.7679453026986913,0.242,6,0.0,1.277818333636783
252,McNally,GK,FUL,4.0,0.1,u,False,True,False,0,1.3850140977188659,0.0,0.064,6,0.0,0.34625352442971646
253,Andersen,DEF,FUL,5.0,0.1,a,False,False,False,180,18.109158442846482,2.557202802418572,0.774,6,0.6666666666666666,3.6218316885692965
254,Robinson,DEF,FUL,4.5,1.5,a,False,False,False,249,17.599348425083345,2.4219835305304667,0.773,6,1.0,3.910966316685188
255,J.Cuenca,DEF,FUL,4.5,0.0,a,False,False,False,90,8.415372452962218,1.1907863308722195,0.38599999999999995,6,0.3333333333333333,1.8700827673249374
256,Tete,DEF,FUL,4.5,0.2,a,False,False,False,0,6.791262947452889,0.9502099123887198,0.292,6,0.0,1.5091695438784198
257,Bassey,DEF,FUL,4.5,0.7,a,False,False,False,270,15.321511479675078,2.0782533409507504,0.82,6,1.0,3.404780328816684
258,Castagne,DEF,FUL,4.5,0.9,a,False,False,False,247,16.532973937526283,2.2165530842690426,0.731,6,1.0,3.673994208339174
259,Diop,DEF,IPS,4.0,15.1,a,False,False,False,270,11.215301433177796,1.700854520531169,0.6670000000000001,6,1.0,2.803825358294449
260,Wilson,MID,LEE,6.4,3.5,a,False,False,True,127,15.1615434232245,2.7003146656067165,0.611,6,0.3333333333333333,2.3689911598788282
261,Iwobi,MID,FUL,5.5,0.8,a,False,False,False,262,18.620968121816997,2.8472425894909397,0.896,6,1.0,3.3856305676030902
262,Smith Rowe,MID,FUL,5.4,0.3,a,False,False,False,25,6.232870145086486,0.9306776002852264,0.283,6,0.0,1.1542352120530528
263,Kevin,MID,FUL,5.4,0.0,a,False,False,False,24,2.932364520822976,0.44373566569334777,0.15,6,0.0,0.5430304668190696
264,Bobb,MID,FUL,5.5,0.3,a,False,False,False,211,16.202930655633253,2.404753887561292,0.738,6,1.0,2.945987391933319
265,Berge,MID,FUL,5.0,0.3,a,False,False,False,183,11.066385328333443,1.722679523729746,0.668,6,0.6666666666666666,2.2132770656666887
266,Cairney,MID,FUL,5.0,0.0,i,False,False,False,0,0.7404522234129589,0.0,0.037333333333333336,6,0.0,0.14809044468259178
267,Lukić,MID,IPS,5.0,0.1,a,False,False,False,252,11.910335274956257,1.9208685818344398,0.722,6,1.0,2.3820670549912513
268,King,MID,FUL,5.5,0.9,a,False,False,False,270,18.096598983743842,2.72248917488778,0.765,6,1.0,3.290290724317062
269,Sessegnon,DEF,FUL,4.5,0.4,a,False,False,False,50,6.8825431856526125,0.9920130870365892,0.228,6,0.0,1.5294540412561362
270,Reed,MID,FUL,4.5,1.2,a,False,True,False,0,0.8590723599074703,0.13319150236440214,0.043000000000000003,6,0.0,0.19090496886832675
271,Muniz,FWD,FUL,5.4,0.5,a,False,False,False,15,3.584044296496571,0.5456689715328374,0.17699999999999996,6,0.0,0.6637119067586242
272,Kusi-Asare,FWD,FUL,4.5,6.5,a,False,True,False,0,4.531630188403889,0.6758447629088502,0.166,6,0.0,1.0070289307564197
273,Phillips,GK,HUL,4.0,1.5,a,False,True,False,0,2.8382029096051022,0.4084590964355978,0.16,6,0.0,0.7095507274012756
274,Butland,GK,HUL,4.5,0.1,i,False,True,False,0,2.7394057163607,0.0,0.152,6,0.0,0.6087568258579333
275,Cartwright,GK,HUL,4.0,0.0,u,False,True,False,0,0.9006119012482139,0.0,0.047999999999999994,6,0.0,0.22515297531205347
276,Lo-Tutala,GK,HUL,4.0,0.0,u,False,True,False,0,0.7849855690632546,0.0,0.042,6,0.0,0.19624639226581364
277,Egan,DEF,HUL,4.1,6.1,a,False,False,False,270,22.683961179976396,3.240421165245153,0.939,6,1.0,5.532673458530829
278,Hughes,DEF,HUL,4.0,0.1,i,False,True,False,0,2.99352609209581,0.0,0.17,6,0.0,0.7483815230239526
279,Ajayi,DEF,HUL,4.1,10.5,a,False,False,False,243,20.924760502114356,2.8146997833458167,0.936,6,1.0,5.103600122466917
280,Coyle,DEF,HUL,4.0,0.5,a,False,True,False,177,5.643375715025689,0.7193137130954776,0.35200000000000004,6,1.0,1.4108439287564223
281,Drameh,DEF,HUL,4.0,0.1,u,False,True,False,65,1.7220997179146107,0.0,0.09799999999999999,6,0.0,0.4305249294786527
282,Giles,DEF,HUL,4.0,1.2,a,False,False,False,264,14.546201819889902,1.9089041554966346,0.855,6,1.0,3.6365504549724754
283,Jacob,DEF,HUL,4.0,0.0,u,False,True,False,0,0.7488712460131042,0.0,0.042666666666666665,6,0.0,0.18721781150327604
284,McCarthy,DEF,HUL,4.0,0.1,a,False,True,False,0,1.4037875055978217,0.1789290052689698,0.08700000000000001,6,0.0,0.35094687639945543
285,McNair,DEF,HUL,4.0,0.1,a,False,True,False,26,1.297328742836166,0.1653596007493048,0.081,6,0.0,0.3243321857090415
286,Belloumi,MID,HUL,5.0,0.9,a,False,False,False,253,18.94434790836954,3.03462934522972,0.9380000000000001,6,1.0,3.788869581673908
287,Millar,MID,HUL,5.0,0.1,u,False,True,False,50,3.2641382050490675,0.0,0.18066666666666667,6,0.0,0.6528276410098135
288,Dowell,MID,HUL,4.5,0.4,a,False,True,False,0,0.7923468929043898,0.12532391995251496,0.043000000000000003,6,0.0,0.1760770873120866
289,Crooks,MID,HUL,4.5,0.5,d,False,True,False,90,0.6753079208676065,0.0939866841929821,0.03666666666666667,6,0.3333333333333333,0.1500684268594681
290,Slater,MID,HUL,4.5,5.0,a,False,False,False,270,11.190184714174759,1.7454608778847587,0.83,6,1.0,2.4867077142610574
291,Matazo,MID,HUL,4.5,0.0,i,False,True,False,0,0.3243397640119476,0.0,0.017333333333333333,6,0.0,0.07207550311376613
292,Ömür,MID,HUL,4.9,0.0,a,False,True,False,0,1.8376868472083552,0.2906632453534716,0.10000000000000002,6,0.0,0.37503813208333775
293,Kamara,MID,HUL,5.0,0.0,u,False,True,False,0,2.4901755656321884,0.0,0.13799999999999998,6,0.0,0.49803511312643767
294,Zambrano,MID,HUL,4.5,0.1,i,False,True,False,0,0.32433899384464676,0.0,0.017333333333333333,6,0.0,0.07207533196547705
295,McBurnie,FWD,HUL,5.5,2.0,a,True,False,False,270,13.653962196782162,2.1598113150009426,0.944,6,1.0,2.48253858123312
296,Akintola,MID,HUL,5.0,0.0,a,False,True,False,0,4.47747010354503,0.706145239186599,0.254,6,0.0,0.895494020709006
297,Gyabi,MID,HUL,4.5,0.0,i,False,True,False,0,0.3245431592131334,0.0,0.017333333333333333,6,0.0,0.07212070204736298
298,Destan,FWD,HUL,4.5,0.2,u,False,True,False,0,1.0156818734862592,0.0,0.04066666666666666,6,0.0,0.22570708299694647
299,Burstow,FWD,HUL,4.5,0.0,u,False,True,False,0,0.7363391299446314,0.0,0.029333333333333333,6,0.0,0.16363091776547364
300,Walton,GK,IPS,4.5,0.4,a,False,True,False,0,8.175394543292482,1.2665210190912257,0.48900000000000005,6,0.0,1.8167543429538848
301,Palmer,GK,IPS,4.0,4.2,a,False,True,False,0,2.101929884541341,0.3270870044354615,0.12,6,0.0,0.5254824711353353
302,Button,GK,IPS,4.0,0.5,a,False,True,False,0,1.8320706447038173,0.28509347695062476,0.104,6,0.0,0.4580176611759543
303,Kipré,DEF,IPS,4.0,0.5,a,False,True,False,0,7.2516344385055325,1.0926033816639826,0.459,6,0.0,1.8129086096263831
304,O'Shea,DEF,IPS,4.0,3.1,a,False,False,False,270,17.952111568350883,2.768208097971086,0.916,6,1.0,4.488027892087721
305,Davis,DEF,IPS,4.0,5.1,a,False,False,False,270,17.75906321536958,2.6585622803181366,0.899,6,1.0,4.439765803842395
306,Greaves,DEF,IPS,4.0,1.3,a,False,False,False,270,11.557246786921311,1.7297355319957217,0.875,6,1.0,2.889311696730328
307,Johnson,DEF,IPS,4.0,0.1,u,False,True,False,0,0.99799388864111,0.0,0.06133333333333333,6,0.0,0.2494984721602775
308,Furlong,DEF,IPS,4.0,0.5,a,False,True,False,17,1.6812432196201705,0.25331282798850074,0.106,6,0.0,0.42031080490504263
309,Núñez,MID,IPS,5.0,0.1,a,False,True,False,140,3.4601478680903974,0.5580910856846146,0.206,6,0.6666666666666666,0.6920295736180795
310,Matusiwa,MID,IPS,5.0,0.0,i,False,True,False,0,1.2724888696585306,0.0,0.07533333333333334,6,0.0,0.25449777393170614
311,Burns,MID,IPS,5.0,0.0,u,False,True,False,0,1.2275071865604184,0.0,0.07266666666666667,6,0.0,0.24550143731208368
312,Taylor,MID,IPS,4.5,0.0,i,False,True,False,0,0.3163818614575721,0.0,0.017333333333333333,6,0.0,0.07030708032390491
313,Clarke,MID,IPS,5.5,0.2,a,True,True,True,43,14.135480515614631,2.263848706523161,0.6830000000000002,6,0.0,2.5700873664753874
314,Ogbene,MID,IPS,4.9,0.0,u,False,True,False,0,0.7343731688538525,0.0,0.04,6,0.0,0.14987207527629642
315,Fatawu,MID,IPS,5.5,0.2,a,False,False,False,225,14.891796038506133,2.3763046772504457,0.9700000000000001,6,1.0,2.7075992797283877
316,Emersonn,FWD,IPS,5.5,1.7,a,False,True,False,175,11.683818681028947,1.877751414220933,0.55,6,1.0,2.1243306692779904
317,Hirst,FWD,IPS,5.0,0.1,u,False,True,False,0,2.195160522688334,0.0,0.09933333333333333,6,0.0,0.4390321045376668
318,Philogene,MID,IPS,5.4,0.1,i,False,True,False,0,3.5360109905713237,0.0,0.20866666666666667,6,0.0,0.6548168501058006
319,Szmodics,MID,IPS,5.0,0.0,u,False,True,False,0,1.2123629758122818,0.0,0.07133333333333333,6,0.0,0.24247259516245637
320,Akpom,FWD,IPS,5.0,1.1,a,False,True,False,69,4.003893489234335,0.64469385947427,0.18299999999999997,6,0.0,0.8007786978468671
321,Walle Egeli,FWD,IPS,4.5,3.4,a,False,True,False,10,1.4973074428474866,0.23999365297850395,0.063,6,0.0,0.33273498729944145
322,Al-Hamadi,FWD,IPS,5.0,0.1,u,False,True,False,0,1.3773275735734707,0.0,0.062,6,0.0,0.27546551471469416
323,McAteer,MID,IPS,4.5,1.3,a,False,True,False,42,0.7833353004808066,0.1270421916804373,0.043000000000000003,6,0.0,0.17407451121795703
324,Mehmeti,MID,IPS,4.9,0.0,a,False,True,False,0,1.8169072240875683,0.2946680376671723,0.10000000000000002,6,0.0,0.37079739267093226
325,Darlow,GK,MUN,4.5,0.0,a,False,False,False,0,5.916489969606518,0.9823999363515985,0.276,6,0.0,1.3147755488014485
326,Perri,GK,LEE,4.5,0.4,u,False,False,False,0,1.6276616138195803,0.0,0.08933333333333333,6,0.0,0.36170258084879564
327,Bijol,DEF,LEE,5.0,0.9,a,False,False,False,164,15.538745465751939,2.757317993639081,0.6709999999999999,6,0.6666666666666666,3.107749093150388
328,Struijk,DEF,BHA,5.0,0.2,a,False,False,False,1,10.323337507238184,1.9570791771072047,0.436,6,0.0,2.0646675014476368
329,Rodon,DEF,LEE,4.4,1.8,i,False,False,False,123,4.790693410693801,0.0,0.25866666666666666,6,0.6666666666666666,1.0887939569758638
330,Bogle,DEF,LEE,4.5,1.1,a,False,False,False,217,18.466333727994073,3.403110838126823,0.895,6,1.0,4.103629717332016
331,Gudmundsson,DEF,LEE,4.5,0.0,a,False,False,True,90,9.974096136676117,1.8111933253232648,0.542,6,0.3333333333333333,2.2164658081502484
332,Justin,DEF,LEE,4.5,1.5,a,False,False,False,270,18.2332224850971,3.2556439608877197,0.7600000000000001,6,1.0,4.051827218910467
333,Bornauw,DEF,LEE,4.5,0.0,u,False,False,False,0,0.8580688791262356,0.0,0.044000000000000004,6,0.0,0.19068197313916346
334,Muharemović,DEF,LEE,5.0,3.3,a,False,False,False,270,23.783057071234204,4.1806238206647865,0.9700000000000001,6,1.0,4.756611414246841
335,Stach,MID,LEE,6.0,2.9,a,False,False,False,270,24.18161147841553,4.203066649373138,0.8969999999999999,6,1.0,4.030268579735922
336,Okafor,MID,LEE,5.9,0.3,a,False,False,False,153,16.597174886505204,2.9634819227776616,0.644,6,0.6666666666666666,2.8130804892381702
337,Aaronson,MID,LEE,5.4,0.7,a,False,False,False,154,14.530885232885803,2.574001342681108,0.68,6,0.6666666666666666,2.69090467275663
338,Ampadu,MID,LEE,5.5,1.1,a,False,False,False,270,19.744111667269134,3.3800230963505657,0.9209999999999999,6,1.0,3.5898384849580243
339,Longstaff,MID,LEE,4.9,0.1,a,False,False,False,8,2.5847282249592265,0.45215374891904825,0.109,6,0.0,0.5274955561141278
340,Gelhardt,MID,HUL,5.0,0.0,a,False,True,False,0,3.642055299354855,0.5743555710786772,0.206,6,0.0,0.728411059870971
341,Gnonto,MID,LEE,5.0,0.0,u,False,False,False,0,0.6316639530631324,0.0,0.03666666666666667,6,0.0,0.12633279061262648
342,Harrison,MID,LEE,5.0,0.0,u,False,True,False,0,1.4188869236684207,0.0,0.08266666666666667,6,0.0,0.28377738473368413
343,James,MID,LEE,5.0,0.1,a,False,False,False,22,1.7937540266371539,0.31805230488667885,0.09400000000000001,6,0.0,0.35875080532743076
344,Gruev,MID,LEE,5.0,0.0,d,False,False,False,0,1.4653614758922386,0.11563934110857846,0.09366666666666666,6,0.0,0.29307229517844774
345,Tanaka,MID,LEE,4.9,0.2,a,False,False,False,117,6.813285386502264,1.182576335062718,0.307,6,0.3333333333333333,1.390466405408625
346,Calvert-Lewin,FWD,LEE,6.0,24.8,a,True,False,False,252,24.626436707713225,4.448904126477888,0.895,6,1.0,4.1044061179522044
347,Nmecha,FWD,LEE,5.4,0.5,a,False,False,False,38,5.599844669239774,1.0134914774989392,0.17699999999999996,6,0.0,1.0370082720814395
348,Piroe,FWD,LEE,5.0,0.1,u,False,True,False,0,2.224935600288643,0.0,0.09933333333333333,6,0.0,0.4449871200577286
349,Mateo Joseph,FWD,LEE,4.5,0.1,i,False,True,False,0,0.9889972896055281,0.0,0.04066666666666666,6,0.0,0.21977717546789513
350,A.Becker,GK,LIV,5.5,3.8,a,False,False,False,270,18.009655336077685,3.3159908674385314,0.862,6,1.0,3.2744827883777607
351,Mamardashvili,GK,LIV,4.9,0.1,a,False,False,False,0,4.467015899402309,0.799077812913865,0.19000000000000003,6,0.0,0.9116358978372059
352,Woodman,GK,LIV,4.0,1.1,a,False,True,False,0,3.3805843030739524,0.6163336189943278,0.16,6,0.0,0.8451460757684881
353,Pecsi,GK,LIV,4.0,0.0,u,False,True,False,0,1.010888451142167,0.0,0.047999999999999994,6,0.0,0.25272211278554174
354,Jaros,GK,LIV,4.0,0.0,i,False,True,False,0,0.8811522476159389,0.0,0.042,6,0.0,0.22028806190398473
355,Davies,GK,LIV,4.0,0.2,a,False,True,False,0,2.0947454083783303,0.38190657122683747,0.09900000000000002,6,0.0,0.5236863520945826
356,Virgil,DEF,LIV,6.5,17.3,a,False,False,False,270,22.26757640098483,4.335534899576402,0.9700000000000001,6,1.0,3.425780984766897
357,Frimpong,DEF,LIV,5.4,2.6,a,False,False,False,160,10.752331014947716,2.1770367921456675,0.598,6,0.6666666666666666,1.9911724101755028
358,Kerkez,DEF,LIV,5.4,2.8,a,False,False,False,250,14.072967840773769,2.86982722455303,0.884,6,1.0,2.606105155698846
359,Gomez,DEF,LIV,5.0,0.0,i,False,False,False,0,1.165419670280646,0.0,0.06866666666666667,6,0.0,0.2330839340561292
360,Bradley,DEF,LIV,5.0,0.0,i,False,False,False,0,1.190087962018201,0.0,0.07733333333333334,6,0.0,0.2380175924036402
361,Lucky,DEF,LIV,4.0,0.1,a,False,True,False,0,1.5241830519418766,0.3031003258380013,0.081,6,0.0,0.38104576298546916
362,Jacquet,DEF,LIV,5.0,2.6,a,False,False,False,235,15.61048667763698,3.1039042724788204,0.9,6,1.0,3.1220973355273958
363,Leoni,DEF,LIV,4.0,0.0,i,False,True,False,0,0.5793906356614242,0.0,0.03133333333333333,6,0.0,0.14484765891535606
364,Tsimikas,DEF,LIV,4.9,0.1,a,False,True,False,19,6.2713512100615345,1.2295690433252897,0.301,6,0.0,1.279867593890109
365,Ramsay,DEF,LIV,4.0,0.1,u,False,True,False,0,0.5739308570723939,0.0,0.03133333333333333,6,0.0,0.14348271426809847
366,Wirtz,MID,LIV,7.4,8.8,a,False,False,False,242,22.803225655176767,4.14231457151214,0.898,6,1.0,3.0815169804292926
367,Gakpo,MID,LIV,7.2,12.5,a,False,False,False,250,24.951579110373213,4.523931363902696,0.9330000000000002,6,1.0,3.4654970986629463
368,Szoboszlai,MID,LIV,7.0,39.4,a,True,False,False,270,26.814024337699045,4.839623743021621,0.9499999999999998,6,1.0,3.830574905385578
369,Ngumoha,MID,LIV,5.8,0.7,a,False,False,False,81,8.105078197579054,1.4727750214332445,0.285,6,0.3333333333333333,1.3974272754446646
370,Chiesa,MID,LIV,5.4,0.1,i,False,True,False,0,1.7503689395029127,0.0,0.09999999999999999,6,0.0,0.32414239620424307
371,Gravenberch,MID,LIV,5.9,1.5,a,False,False,True,122,10.993278680521417,1.9264519379209113,0.548,6,0.3333333333333333,1.8632675729697317
372,Mac Allister,MID,LIV,5.4,1.4,a,False,False,False,186,12.39684209916654,2.2131900615198727,0.651,6,0.6666666666666666,2.2957114998456554
373,C.Jones,MID,LIV,5.5,0.0,u,False,False,False,0,2.1273310159241046,0.0,0.08933333333333333,6,0.0,0.3867874574407463
374,Endo,MID,LIV,5.0,0.1,a,False,True,False,0,3.150788788910236,0.5628363340822168,0.17800000000000002,6,0.0,0.6301577577820472
375,Nyoni,MID,LIV,4.9,0.0,a,False,True,False,19,1.9040503545585006,0.3366869344047414,0.10000000000000002,6,0.0,0.38858170501193884
376,Bajcetic,MID,LIV,5.0,0.0,u,False,True,False,0,1.241069985038933,0.0,0.07133333333333333,6,0.0,0.24821399700778662
377,Munoz,MID,LIV,6.5,1.3,a,False,False,False,180,12.618457024939836,2.3371578653978116,0.668,6,0.6666666666666666,1.9413010807599749
378,McConnell,MID,LIV,4.5,0.2,a,False,True,False,0,0.8211949137099295,0.14520918387679513,0.043000000000000003,6,0.0,0.18248775860220656
379,Isak,FWD,LIV,9.0,18.9,a,False,False,False,243,19.730071948724596,3.510949698740977,0.7200000000000001,6,1.0,2.192230216524955
380,Ekitiké,FWD,LIV,7.4,0.1,i,False,False,False,0,3.836717274337445,0.0,0.12533333333333332,6,0.0,0.5184753073428979
381,Koumas,MID,LIV,5.0,0.0,a,False,True,False,13,3.241897721729904,0.5806766508401682,0.17800000000000002,6,0.0,0.6483795443459808
382,Danns,FWD,LIV,4.5,0.1,a,False,True,False,0,4.1735406225649,0.7497734767734858,0.166,6,0.0,0.9274534716810889
383,Elliott,MID,LIV,5.4,0.0,u,False,True,False,0,1.7909387524480818,0.0,0.09933333333333333,6,0.0,0.3316553245274225
384,Donnarumma,GK,MCI,5.5,7.8,a,False,False,False,270,19.888471678640567,2.9101018601597146,0.931,6,1.0,3.6160857597528304
385,Trafford,GK,LEE,5.0,5.3,a,False,False,False,270,24.15645534786238,4.1985966826019,0.957,6,1.0,4.831291069572476
386,Bettinelli,GK,MCI,4.5,0.0,a,False,True,False,0,6.679522174428289,0.9873453160249938,0.298,6,0.0,1.4843382609840643
387,O'Reilly,DEF,MCI,6.5,16.3,d,False,False,False,150,18.287296341379964,2.1995444492669485,0.643,6,0.6666666666666666,2.8134302063661485
388,Guéhi,DEF,MCI,6.0,18.7,a,False,False,False,270,29.85730984118913,4.185674585916466,0.968,6,1.0,4.976218306864856
389,Matheus N.,DEF,MCI,5.9,1.0,a,False,False,False,33,9.724217265692513,1.336558842946968,0.442,6,0.0,1.6481724179139852
390,Rúben,DEF,MCI,5.5,1.8,a,False,False,False,270,17.543822230382897,2.3731044586329295,0.8210000000000001,6,1.0,3.189785860069618
