id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,38.5,12248,6797,a,
2,Arrizabalaga,49,0.1,47,58,a,
3,Meslier,49,0.0,22,20,a,
4,Gabriel,80,25.7,2074,10363,a,
5,J.Timber,65,0.1,46,97,d,25.0
6,Saliba,60,0.2,63,276,i,0.0
7,Lewis-Skelly,55,0.7,423,397,a,
8,Calafiori,57,45.7,21528,2378,a,
9,Hincapie,53,1.2,215,946,a,
10,White,55,7.6,9398,6217,a,100.0
11,Mosquera,55,4.4,100,7457,d,75.0
12,Saka,95,11.0,14020,3175,a,
13,Rice,75,14.2,1017,6937,a,
14,Eze,64,1.4,358,1036,a,
15,Ødegaard,66,11.1,4869,5457,a,
16,Madueke,63,0.2,162,188,a,
17,Merino,59,0.5,146,469,a,
18,Martinelli,63,0.1,0,954,u,0.0
19,Zubimendi,54,0.8,137,539,a,
20,Dowman,54,0.1,36,63,a,
22,Nwaneri,54,0.0,0,40,u,0.0
23,Fábio Vieira,55,0.0,0,32,u,0.0
24,Nelson,55,0.0,0,9,u,0.0
25,Gyökeres,73,4.5,524,4998,a,
26,Havertz,75,6.8,2361,5594,a,
27,G.Jesus,59,0.2,0,1071,u,0.0
31,Konsa,44,11.3,25926,4511,a,
452,Bruno G.,68,2.0,98,2156,d,75.0
557,Tzolis,65,19.1,1849,30466,a,
29,M.Bizot,45,0.1,81,53,a,
30,Digne,45,0.1,0,71,u,0.0
32,Cash,45,7.0,1231,2192,a,
33,Mings,45,0.4,75,142,a,
34,Pau,45,0.4,124,111,a,
35,Bogarde,50,0.1,57,45,a,
36,Maatsen,45,0.7,247,261,a,
37,Lindelöf,45,0.3,97,75,a,
38,A.García,40,1.7,1831,501,a,
39,Nedeljkovic,40,0.2,0,131,u,0.0
41,Buendía,60,1.1,472,840,a,
44,Bailey,54,0.1,0,588,u,0.0
45,McGinn,54,2.4,596,1246,a,
46,Barkley,50,0.3,200,119,a,
47,Kamara,50,0.3,203,211,a,100.0
48,Onana,50,0.0,3,20,i,0.0
49,Iling Jr,50,0.0,0,2,u,0.0
50,Burrowes,45,0.7,478,315,a,
51,George Hemmings,45,1.0,1865,716,a,
52,Alysson,50,0.0,34,27,a,
53,Manzambi,59,0.1,26,129,i,0.0
54,Gomes,55,0.0,3,29,s,0.0
55,Watkins,78,4.1,0,15850,u,0.0
56,Abraham,55,0.1,365,114,a,100.0
160,Garnacho,59,0.4,115,394,a,
166,N.Jackson,65,1.0,1700,679,a,
582,Madjo,55,0.3,26,284,i,0.0
596,Ruggeri,45,0.1,19,52,a,
597,Suzuki,50,1.1,851,322,a,
606,Rowe,40,0.1,197,61,a,
607,Lynch,45,0.1,0,402,u,0.0
611,Wan-Bissaka,45,0.1,191,59,a,
618,Goretzka,60,0.0,125,53,a,
630,Harwood-Bellis,45,0.0,82,9,a,
631,Mbaye,60,0.0,361,37,a,
57,Petrović,45,3.4,1930,1600,a,
58,Forster,40,3.3,2161,560,a,
59,Dennis,40,0.2,0,97,u,0.0
60,Hill,55,0.9,224,275,a,
61,Truffert,55,3.8,267,990,a,
62,Diakité,50,0.2,62,83,a,
63,Milosavljević,50,0.0,3,7,i,0.0
64,Smith,45,0.1,45,44,a,
65,J.Araujo,45,0.0,6,11,i,0.0
66,Soler,40,0.2,316,79,a,100.0
67,Rayan,65,2.2,396,1449,a,
68,Tavernier,60,2.3,793,1341,a,
69,Scott,60,2.0,1551,519,a,
70,Kluivert,60,1.1,352,670,a,
71,Cook,50,0.2,190,112,a,
72,Gannon-Doak,50,0.1,28,47,a,
73,Adams,50,0.2,244,157,a,100.0
74,Brooks,50,0.1,39,22,a,100.0
75,Christie,50,0.0,37,29,a,100.0
76,Tóth.A,50,0.0,7,11,a,
77,Adli,49,0.0,4,26,i,0.0
78,Kroupi.Jr,74,0.2,9,237,i,0.0
79,Evanilson,60,3.3,1713,1588,a,
80,Enes Ünal,55,0.0,0,12,u,0.0
81,Rodríguez,60,0.1,101,71,a,100.0
566,Silva,50,0.4,193,102,a,
573,Sanchez,45,0.2,15,64,a,
608,Jebbison,50,0.1,213,79,a,
615,Di Gregorio,45,0.0,49,17,a,
82,Kelleher,50,7.0,2450,1698,a,
83,Valdimarsson,45,0.1,29,37,a,
84,Collins,55,2.2,467,603,a,
85,Van den Berg,49,0.1,3,80,i,0.0
86,Lewis-Potter,55,2.2,2464,867,a,
87,Ajer,45,5.2,4854,3642,a,
88,Kayode,46,9.6,4373,2670,a,
89,Henry,45,0.2,16,47,a,
90,Hickey,45,0.1,20,16,a,
92,Ji-soo,45,0.0,6,8,a,
93,Schuster,45,0.1,4,30,a,
94,Schade,60,4.3,2990,3790,a,
95,O.Dango,64,0.8,93,1336,a,
96,Damsgaard,55,0.5,85,176,a,
97,Jensen,55,0.2,2,318,i,0.0
98,Janelt,50,0.7,779,437,a,
99,Milambo,50,0.0,1,3,i,0.0
100,Carvalho,50,0.0,41,16,a,100.0
102,Yarmoliuk,49,0.9,79,495,a,
103,Dasilva,50,0.0,3,52,i,0.0
105,Anthony,60,0.2,36,93,a,
106,Thiago,80,13.5,1436,15586,a,
107,Furo,45,1.1,1320,548,a,
108,Wilson,55,0.4,197,235,a,
565,M.Sangaré,57,15.4,19624,5126,a,
620,Diouf,45,0.1,185,84,a,
109,Verbruggen,45,22.1,10702,8123,a,
111,Steele,40,4.2,3684,1013,a,
113,F.Kadıoğlu,44,2.0,376,1030,a,100.0
