id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,38.8,107114,84629,a,
2,Arrizabalaga,49,0.1,190,462,a,
3,Meslier,49,0.0,69,173,a,
4,Gabriel,80,24.9,25723,113622,a,
5,J.Timber,65,0.1,364,799,d,25.0
6,Saliba,60,0.2,505,2105,i,0.0
7,Lewis-Skelly,55,0.7,3995,5093,a,
8,Calafiori,57,47.4,227140,39024,a,
9,Hincapie,53,1.1,2080,10148,a,
10,White,55,7.6,60631,52164,a,100.0
11,Mosquera,54,3.6,540,82852,d,75.0
12,Saka,95,11.4,95175,53244,a,
13,Rice,74,13.7,13390,67789,a,
14,Eze,64,1.3,2374,15516,a,
15,Ødegaard,66,13.1,219360,46350,a,
16,Madueke,63,0.2,952,2316,a,
17,Merino,59,0.5,1125,5745,a,
18,Martinelli,63,0.1,0,4277,u,0.0
19,Zubimendi,54,0.7,993,6336,a,
20,Dowman,53,0.1,319,713,a,
22,Nwaneri,54,0.0,0,222,u,0.0
23,Fábio Vieira,55,0.0,0,180,u,0.0
24,Nelson,55,0.0,0,59,u,0.0
25,Gyökeres,73,4.1,3764,47604,a,
26,Havertz,75,7.4,86950,34657,a,
27,G.Jesus,59,0.2,0,5289,u,0.0
31,Konsa,44,13.0,242748,45833,a,
452,Bruno G.,68,1.9,1076,19896,a,100.0
557,Tzolis,64,17.6,33829,192592,a,
29,M.Bizot,45,0.1,521,843,a,
30,Digne,45,0.1,0,575,u,0.0
32,Cash,45,6.9,14098,22335,a,
33,Mings,45,0.4,1438,1107,a,
34,Pau,45,0.4,651,2794,a,
35,Bogarde,50,0.1,368,615,a,
36,Maatsen,45,0.8,4378,2632,a,
37,Lindelöf,45,0.3,1343,892,a,
38,A.García,40,1.7,6882,8875,a,
39,Nedeljkovic,40,0.2,0,1160,u,0.0
41,Buendía,59,1.0,3998,10487,a,
44,Bailey,54,0.1,0,2999,u,0.0
45,McGinn,54,2.3,5965,15700,a,
46,Barkley,50,0.3,2348,1613,a,
47,Kamara,50,0.3,1843,2278,a,100.0
48,Onana,50,0.0,56,157,i,0.0
49,Iling Jr,50,0.0,0,13,u,0.0
50,Burrowes,45,0.7,3933,4158,a,
51,George Hemmings,45,1.1,21743,8787,a,
52,Alysson,50,0.0,234,348,a,
53,Manzambi,59,0.1,223,1068,i,0.0
54,Gomes,55,0.0,44,273,s,0.0
55,Watkins,78,3.5,0,78615,u,0.0
56,Abraham,55,0.2,2324,1400,a,100.0
160,Garnacho,59,0.4,855,4590,a,
166,N.Jackson,65,1.1,13155,8498,a,
582,Madjo,55,0.3,211,2814,i,0.0
596,Ruggeri,45,0.1,120,622,a,
597,Suzuki,50,1.5,33256,5862,a,
606,Rowe,40,0.2,1545,947,a,
607,Lynch,45,0.1,0,1985,u,0.0
611,Wan-Bissaka,45,0.2,1364,1139,a,
618,Goretzka,60,0.1,745,873,a,
630,Harwood-Bellis,45,0.0,367,132,a,
631,Mbaye,60,0.1,1801,692,a,
57,Petrović,45,3.3,12705,15974,a,
58,Forster,40,3.4,15941,8284,a,
59,Dennis,40,0.1,0,831,u,0.0
60,Hill,55,0.8,3062,4953,a,
61,Truffert,55,3.6,4750,23120,a,
62,Diakité,50,0.2,637,1546,a,
63,Milosavljević,50,0.0,36,82,i,0.0
