id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,37.7,12323,9653,a,
2,Arrizabalaga,50,0.1,76,328,a,
3,Meslier,50,0.0,24,113,a,
4,Gabriel,80,29.6,7996,18485,a,
5,J.Timber,65,0.1,97,820,i,0.0
6,Saliba,60,0.3,250,1952,i,0.0
7,Lewis-Skelly,55,0.7,2903,1442,a,
8,Calafiori,55,40.0,72698,5018,a,
9,Hincapie,55,1.8,1010,10891,a,
10,White,55,4.8,22150,2270,a,100.0
11,Mosquera,55,6.2,4330,6910,a,
12,Saka,95,9.7,13327,2870,a,
13,Rice,75,18.0,7954,26139,a,
14,Eze,65,2.0,1127,10237,a,
15,Ødegaard,65,8.9,50658,3652,a,
16,Madueke,65,0.3,242,1699,a,
17,Merino,60,0.7,666,3373,a,
18,Martinelli,65,0.2,279,1797,a,
19,Zubimendi,55,1.2,343,4148,a,
20,Dowman,55,0.1,112,629,a,
22,Nwaneri,55,0.0,16,84,a,
23,Fábio Vieira,55,0.0,25,58,a,
24,Nelson,55,0.0,18,38,a,
25,Gyökeres,75,8.7,1409,48388,a,
26,Havertz,75,5.9,33642,3692,a,
27,G.Jesus,60,0.4,471,1836,a,
31,Konsa,45,12.7,11898,50131,a,
452,Bruno G.,70,3.9,247,28832,d,75.0
557,Tzolis,65,25.3,50954,4930,a,
28,Martinez,50,4.5,2884,3715,a,
29,M.Bizot,45,0.1,102,76,a,
30,Digne,45,0.1,0,1739,u,0.0
32,Cash,45,9.0,16858,4478,a,
33,Mings,45,0.4,1558,293,a,
34,Pau,45,0.5,1098,329,a,
35,Bogarde,50,0.1,255,111,a,
36,Maatsen,45,0.8,1211,450,a,
37,Lindelöf,45,0.3,853,228,a,
38,A.García,40,1.8,2131,1395,a,
39,Nedeljkovic,40,0.3,0,1975,u,0.0
41,Buendía,60,1.4,1576,1203,a,
44,Bailey,55,0.2,334,233,a,
45,McGinn,55,3.3,2428,2570,a,
46,Barkley,50,0.2,518,281,a,
47,Kamara,50,0.4,841,520,a,100.0
48,Onana,50,0.0,48,123,i,0.0
49,Iling Jr,50,0.0,0,49,u,0.0
50,Burrowes,45,0.7,1027,704,a,
51,George Hemmings,45,0.7,576,463,a,
52,Alysson,50,0.0,143,82,a,
53,Manzambi,60,0.3,84,2243,i,0.0
54,Gomes,55,0.1,19,414,i,0.0
55,Watkins,80,10.4,3863,8654,a,
56,Abraham,55,0.1,167,372,d,75.0
160,Garnacho,60,0.6,827,775,a,
582,Madjo,55,0.5,353,1227,i,0.0
596,Ruggeri,45,0.1,394,104,a,
597,Suzuki,50,0.8,1247,522,a,
57,Petrović,45,3.2,1593,1238,a,
58,Forster,40,3.2,1202,793,a,
59,Dennis,40,0.2,209,80,a,
60,Hill,55,0.9,1377,697,a,
61,Truffert,55,4.4,2645,2345,a,
62,Diakité,50,0.2,778,179,a,
63,Milosavljević,50,0.0,16,59,i,0.0
64,Smith,45,0.1,290,84,a,
65,J.Araujo,45,0.0,28,133,i,0.0
66,Soler,40,0.2,96,398,d,75.0
67,Rayan,65,2.8,3242,2027,a,
68,Tavernier,60,1.5,871,887,a,
69,Scott,60,1.5,1220,1159,a,
70,Kluivert,60,1.1,1729,847,a,
71,Cook,50,0.2,409,199,a,
72,Gannon-Doak,50,0.1,93,80,a,
73,Adams,50,0.2,85,780,d,75.0
74,Brooks,50,0.0,22,158,d,75.0
75,Christie,50,0.0,15,30,s,0.0
76,Tóth.A,50,0.0,19,19,a,
77,Adli,50,0.0,14,257,i,0.0
78,Kroupi.Jr,75,0.4,136,3456,i,0.0
79,Evanilson,60,2.3,3248,1565,a,
80,Enes Ünal,55,0.0,0,303,u,0.0
81,Rodríguez,60,0.1,32,305,d,75.0
566,Silva,50,0.3,441,162,a,
573,Sanchez,45,0.2,156,134,a,
82,Kelleher,50,5.8,6252,1881,a,
83,Valdimarsson,45,0.1,91,117,a,
84,Collins,55,1.9,2828,1082,a,
85,Van den Berg,50,0.1,49,986,i,0.0
86,Lewis-Potter,55,0.5,4464,425,a,
87,Ajer,45,3.6,5418,978,a,
88,Kayode,45,3.5,30959,1106,a,
89,Henry,45,0.3,159,262,a,
90,Hickey,45,0.1,146,74,a,
91,Pinnock,45,0.1,115,117,a,
92,Ji-soo,45,0.0,32,24,a,
93,Schuster,45,0.2,40,131,a,
94,Schade,60,3.6,3052,2603,a,
95,O.Dango,65,1.2,1062,1200,a,
96,Damsgaard,55,0.6,375,935,a,
97,Jensen,55,0.2,392,159,a,
98,Janelt,50,0.1,1863,136,a,
99,Milambo,50,0.0,10,12,i,0.0
100,Carvalho,50,0.0,12,58,d,75.0
102,Yarmoliuk,50,1.3,206,1457,a,
103,Dasilva,50,0.0,44,44,a,
105,Anthony,60,0.2,323,282,a,
106,Thiago,80,17.2,9287,11738,a,
107,Furo,45,0.9,1550,881,a,
108,Wilson,55,0.4,782,577,a,
565,M.Sangaré,55,3.7,35028,855,a,
109,Verbruggen,45,21.7,5798,4913,a,
111,Steele,40,4.1,1346,958,a,
113,F.Kadıoğlu,45,2.9,1631,1331,a,
114,Boscagli,45,0.2,116,120,a,
115,De Cuyper,45,1.7,932,717,a,
116,Dunk,45,1.0,1360,528,a,
117,Coppola,45,0.0,27,17,a,
118,Igor,45,0.1,129,62,a,
119,Costinha,45,0.0,38,11,a,
120,Svoboda,50,0.0,132,39,a,
121,Mitoma,60,0.1,49,269,i,0.0
122,Minteh,60,0.1,49,837,i,0.0
123,Hinshelwood,60,0.4,190,280,a,
124,Groß,55,14.3,4759,7268,a,
125,Georginio,55,0.9,698,565,a,
126,O'Riley,55,0.1,129,109,a,
127,Gomez,50,3.9,1771,1983,a,
