id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,38.3,8601,8699,a,
2,Arrizabalaga,50,0.1,41,54,a,
3,Meslier,50,0.0,7,23,a,
4,Gabriel,80,28.9,2812,18496,a,
5,J.Timber,65,0.1,43,202,i,0.0
6,Saliba,60,0.3,117,500,i,0.0
7,Lewis-Skelly,55,0.7,535,615,a,
8,Calafiori,56,41.7,13104,4952,a,
9,Hincapie,54,1.5,424,1283,a,
10,White,55,6.9,6784,6009,a,100.0
11,Mosquera,55,5.7,805,5627,a,
12,Saka,95,10.4,2864,4606,a,
13,Rice,75,16.7,1690,14287,a,
14,Eze,64,1.7,631,1964,a,
15,Ødegaard,66,11.8,8590,4360,a,
16,Madueke,64,0.3,171,290,a,
17,Merino,59,0.6,312,931,a,
18,Martinelli,64,0.2,137,300,a,
19,Zubimendi,54,1.0,231,1018,a,
20,Dowman,54,0.1,88,104,a,
22,Nwaneri,55,0.0,9,15,a,
23,Fábio Vieira,55,0.0,9,8,a,
24,Nelson,55,0.0,4,21,u,0.0
25,Gyökeres,74,6.5,616,6920,a,
26,Havertz,75,7.5,5503,5382,a,
27,G.Jesus,60,0.3,302,395,a,
31,Konsa,45,10.7,8187,9684,a,
452,Bruno G.,69,2.6,88,5286,d,75.0
557,Tzolis,65,26.1,16089,8494,a,
28,Martinez,50,4.1,3680,2499,a,
29,M.Bizot,45,0.1,136,53,a,
30,Digne,45,0.1,0,210,u,0.0
32,Cash,45,7.6,1323,3464,a,
33,Mings,45,0.4,175,147,a,
34,Pau,45,0.4,113,198,a,
35,Bogarde,50,0.1,49,53,a,
36,Maatsen,45,0.7,190,325,a,
37,Lindelöf,45,0.3,83,145,a,
38,A.García,40,1.7,812,672,a,
39,Nedeljkovic,40,0.2,0,297,u,0.0
41,Buendía,60,1.2,685,1258,a,
44,Bailey,55,0.1,105,175,a,
45,McGinn,55,2.8,839,2140,a,
46,Barkley,50,0.2,215,187,a,
47,Kamara,50,0.3,257,325,a,100.0
48,Onana,50,0.0,15,39,i,0.0
49,Iling Jr,50,0.0,0,5,u,0.0
50,Burrowes,45,0.7,452,411,a,
51,George Hemmings,45,0.7,1090,444,a,
52,Alysson,50,0.0,32,50,a,
53,Manzambi,60,0.2,37,481,i,0.0
54,Gomes,55,0.1,5,89,s,0.0
55,Watkins,79,7.3,524,15211,a,
56,Abraham,55,0.1,40,209,d,50.0
160,Garnacho,60,0.5,172,615,a,
166,N.Jackson,65,0.4,3381,550,a,
582,Madjo,55,0.4,73,681,i,0.0
596,Ruggeri,45,0.1,63,51,a,
597,Suzuki,50,0.8,496,363,a,
606,Rowe,40,0.1,319,63,a,
607,Lynch,45,0.1,315,110,a,
611,Wan-Bissaka,45,0.1,411,40,a,
618,Goretzka,60,0.0,327,21,a,
57,Petrović,45,3.3,1119,1015,a,
58,Forster,40,3.2,1626,491,a,
59,Dennis,40,0.2,0,324,u,0.0
60,Hill,55,0.9,351,468,a,
61,Truffert,55,4.2,652,1738,a,
62,Diakité,50,0.2,130,105,a,
63,Milosavljević,50,0.0,5,12,i,0.0
64,Smith,45,0.1,87,33,a,
65,J.Araujo,45,0.0,9,37,i,0.0
66,Soler,40,0.2,71,140,d,75.0
