id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,38.6,34287,21331,a,
2,Arrizabalaga,49,0.1,93,152,a,
3,Meslier,49,0.0,44,62,a,
4,Gabriel,80,25.5,7516,31336,a,
5,J.Timber,65,0.1,172,297,d,25.0
6,Saliba,60,0.2,212,818,i,0.0
7,Lewis-Skelly,55,0.7,1365,1313,a,
8,Calafiori,57,46.1,71026,8136,a,
9,Hincapie,53,1.1,819,3056,a,
10,White,55,7.7,25038,14733,a,100.0
11,Mosquera,55,4.2,307,19917,d,75.0
12,Saka,95,11.1,35622,10125,a,
13,Rice,74,14.1,3629,22655,a,
14,Eze,64,1.4,1130,3412,a,
15,Ødegaard,66,11.1,17248,16822,a,
16,Madueke,63,0.2,461,652,a,
17,Merino,59,0.5,463,1532,a,
18,Martinelli,63,0.1,0,2213,u,0.0
19,Zubimendi,54,0.8,452,1801,a,
20,Dowman,54,0.1,111,235,a,
22,Nwaneri,54,0.0,0,114,u,0.0
23,Fábio Vieira,55,0.0,0,95,u,0.0
24,Nelson,55,0.0,0,27,u,0.0
25,Gyökeres,73,4.5,1700,13589,a,
26,Havertz,75,6.7,8484,14975,a,
27,G.Jesus,59,0.2,0,2665,u,0.0
31,Konsa,44,11.4,52674,16745,a,
452,Bruno G.,68,2.0,266,6580,d,75.0
557,Tzolis,65,18.7,6616,68531,a,
29,M.Bizot,45,0.1,200,257,a,
30,Digne,45,0.1,0,249,u,0.0
32,Cash,45,6.9,4609,7994,a,
33,Mings,45,0.4,421,420,a,
34,Pau,45,0.4,333,788,a,
35,Bogarde,50,0.1,151,195,a,
36,Maatsen,45,0.8,1271,893,a,
37,Lindelöf,45,0.3,405,312,a,
38,A.García,40,1.7,3364,2326,a,
39,Nedeljkovic,40,0.2,0,415,u,0.0
41,Buendía,60,1.1,1601,3307,a,
44,Bailey,54,0.1,0,1545,u,0.0
45,McGinn,54,2.4,2184,4922,a,
46,Barkley,50,0.3,761,486,a,
47,Kamara,50,0.3,744,726,a,100.0
48,Onana,50,0.0,29,62,i,0.0
49,Iling Jr,50,0.0,0,8,u,0.0
50,Burrowes,45,0.7,1454,1218,a,
51,George Hemmings,45,1.0,6896,2348,a,
52,Alysson,50,0.0,91,116,a,
53,Manzambi,59,0.1,90,431,i,0.0
54,Gomes,55,0.0,9,104,s,0.0
55,Watkins,78,3.9,0,39750,u,0.0
56,Abraham,55,0.1,1067,435,a,100.0
160,Garnacho,59,0.4,364,1608,a,
166,N.Jackson,65,1.0,5593,2585,a,
582,Madjo,55,0.3,91,983,i,0.0
596,Ruggeri,45,0.1,49,222,a,
597,Suzuki,50,1.2,6231,1297,a,
606,Rowe,40,0.1,581,274,a,
607,Lynch,45,0.1,0,953,u,0.0
611,Wan-Bissaka,45,0.2,538,304,a,
618,Goretzka,60,0.0,356,287,a,
630,Harwood-Bellis,45,0.0,196,49,a,
631,Mbaye,60,0.0,978,225,a,
57,Petrović,45,3.4,5584,5115,a,
58,Forster,40,3.4,5641,2204,a,
59,Dennis,40,0.2,0,301,u,0.0
60,Hill,55,0.8,885,1588,a,
61,Truffert,55,3.7,1506,7662,a,
62,Diakité,50,0.2,213,514,a,
63,Milosavljević,50,0.0,10,32,i,0.0
64,Smith,45,0.1,192,258,a,
65,J.Araujo,45,0.0,18,43,i,0.0
66,Soler,40,0.2,854,390,a,100.0
67,Rayan,65,2.2,1334,7557,a,
68,Tavernier,60,2.6,29894,4419,a,
69,Scott,60,2.6,51443,3310,a,
70,Kluivert,60,1.1,1446,3740,a,
71,Cook,50,0.2,557,605,a,
72,Gannon-Doak,50,0.1,64,176,a,
73,Adams,50,0.3,1152,594,a,100.0
74,Brooks,50,0.1,141,127,a,100.0
75,Christie,50,0.0,109,95,a,100.0
76,Tóth.A,50,0.0,21,45,a,
77,Adli,49,0.0,12,60,i,0.0
78,Kroupi.Jr,74,0.2,46,765,i,0.0
79,Evanilson,60,3.3,7925,6945,a,
80,Enes Ünal,55,0.0,0,51,u,0.0
81,Rodríguez,60,0.1,277,325,a,100.0
566,Silva,50,0.4,655,675,a,
573,Sanchez,45,0.2,49,262,a,
608,Jebbison,50,0.1,708,280,a,
615,Di Gregorio,45,0.0,158,94,a,
82,Kelleher,50,6.9,6286,7848,a,
83,Valdimarsson,45,0.1,84,153,a,
84,Collins,55,2.1,1087,6620,d,75.0
85,Van den Berg,49,0.1,14,274,i,0.0
86,Lewis-Potter,55,2.2,6847,4388,a,
87,Ajer,45,5.2,11126,11241,a,
88,Kayode,46,9.5,11097,17303,a,
89,Henry,45,0.2,60,315,a,
90,Hickey,45,0.1,55,105,a,
92,Ji-soo,45,0.0,24,48,a,
93,Schuster,45,0.1,24,107,a,
94,Schade,60,4.2,7043,11493,a,
95,O.Dango,64,0.8,280,4129,a,
96,Damsgaard,55,0.5,740,613,a,
97,Jensen,55,0.2,5,983,i,0.0
98,Janelt,50,0.8,14882,2078,a,
99,Milambo,50,0.0,4,7,i,0.0
100,Carvalho,50,0.0,107,62,a,100.0
102,Yarmoliuk,49,0.9,202,2402,a,
103,Dasilva,50,0.0,4,158,i,0.0
105,Anthony,60,0.2,134,433,a,
106,Thiago,80,13.1,4034,57413,a,
107,Furo,45,1.1,3914,1990,a,
108,Wilson,55,0.4,595,986,a,
565,M.Sangaré,57,15.2,36280,40300,a,
620,Diouf,45,0.1,438,454,a,
