id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,38.9,126078,101506,a,
2,Arrizabalaga,49,0.1,203,531,a,
3,Meslier,49,0.0,78,189,a,
4,Gabriel,80,24.8,30384,131285,a,
5,J.Timber,65,0.1,421,913,d,25.0
6,Saliba,59,0.2,569,2395,i,0.0
7,Lewis-Skelly,55,0.7,4528,5978,a,
8,Calafiori,57,47.7,263115,45977,a,
9,Hincapie,53,1.1,2353,11639,a,
10,White,55,7.6,68214,60319,a,100.0
11,Mosquera,54,3.4,580,95247,d,75.0
12,Saka,95,11.4,109866,64934,a,
13,Rice,74,13.6,15356,78452,a,
14,Eze,64,1.3,2638,17754,a,
15,Ødegaard,66,13.6,270720,55534,a,
16,Madueke,63,0.2,1057,2659,a,
17,Merino,59,0.5,1270,6574,a,
18,Martinelli,63,0.1,0,4688,u,0.0
19,Zubimendi,54,0.7,1098,7280,a,
20,Dowman,53,0.1,386,829,a,
22,Nwaneri,54,0.0,0,244,u,0.0
23,Fábio Vieira,55,0.0,0,198,u,0.0
24,Nelson,55,0.0,0,73,u,0.0
25,Gyökeres,73,4.1,4208,54714,a,
26,Havertz,75,7.5,103852,39888,a,
27,G.Jesus,59,0.2,0,5849,u,0.0
31,Konsa,44,13.3,285296,53042,a,
452,Bruno G.,68,1.8,1298,22447,a,100.0
557,Tzolis,64,17.4,40266,213455,a,
29,M.Bizot,45,0.1,589,956,a,
30,Digne,45,0.1,0,635,u,0.0
32,Cash,45,6.8,16476,26127,a,
33,Mings,45,0.4,1717,1298,a,
34,Pau,45,0.4,953,3156,a,
35,Bogarde,50,0.1,419,696,a,
36,Maatsen,45,0.8,5369,3151,a,
37,Lindelöf,45,0.3,1629,1065,a,
38,A.García,40,1.7,7674,10185,a,
39,Nedeljkovic,40,0.2,0,1335,u,0.0
41,Buendía,59,1.0,5183,11893,a,
44,Bailey,54,0.1,0,3320,u,0.0
45,McGinn,54,2.3,7418,18009,a,
46,Barkley,50,0.3,2672,1913,a,
47,Kamara,50,0.3,2135,2636,a,100.0
48,Onana,50,0.0,68,174,i,0.0
49,Iling Jr,50,0.0,0,15,u,0.0
50,Burrowes,45,0.7,4422,4862,a,
51,George Hemmings,45,1.2,25731,10575,a,
52,Alysson,50,0.0,281,405,a,
53,Manzambi,59,0.1,259,1208,i,0.0
54,Gomes,55,0.0,65,317,s,0.0
55,Watkins,78,3.4,0,86669,u,0.0
56,Abraham,55,0.2,2615,1625,a,100.0
160,Garnacho,59,0.4,981,5214,a,
166,N.Jackson,65,1.1,16574,9853,a,
582,Madjo,55,0.3,239,3204,i,0.0
596,Ruggeri,45,0.1,142,705,a,
597,Suzuki,50,1.5,39798,7714,a,
606,Rowe,40,0.2,1768,1110,a,
607,Lynch,45,0.1,0,2198,u,0.0
611,Wan-Bissaka,45,0.2,1612,1315,a,
618,Goretzka,60,0.1,858,1004,a,
630,Harwood-Bellis,45,0.0,407,155,a,
631,Mbaye,60,0.1,1964,804,a,
57,Petrović,45,3.3,14539,18576,a,
