id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,40.3,134660,23268,a,
2,Arrizabalaga,49,0.1,76,282,a,
3,Meslier,49,0.0,39,102,a,
4,Gabriel,80,23.5,21472,49911,a,
5,J.Timber,65,0.2,8573,1294,a,100.0
6,Saliba,59,0.2,228,1147,i,0.0
7,Lewis-Skelly,55,0.6,1589,5493,a,
8,Calafiori,58,50.0,132498,28812,a,
9,Hincapie,53,1.0,1280,9053,a,
10,White,55,6.8,15070,94551,a,100.0
11,Mosquera,54,2.1,96,43196,d,50.0
12,Saka,95,12.0,80522,24811,a,
13,Rice,74,12.7,13024,37660,a,
14,Eze,63,1.1,1338,9482,a,
15,Ødegaard,67,19.2,150359,51284,a,
16,Madueke,62,0.2,309,2014,a,
17,Merino,58,0.4,612,3571,a,
18,Martinelli,63,0.1,0,863,u,0.0
19,Zubimendi,53,0.6,721,4739,a,
20,Dowman,53,0.1,186,562,a,
22,Nwaneri,54,0.0,0,71,u,0.0
23,Fábio Vieira,55,0.0,0,46,u,0.0
24,Nelson,55,0.0,0,26,u,0.0
25,Gyökeres,72,3.4,1676,28743,a,
26,Havertz,76,7.9,40052,46085,a,
27,G.Jesus,59,0.2,0,1283,u,0.0
31,Konsa,45,17.9,156538,23406,a,
452,Bruno G.,67,1.7,8486,4528,a,100.0
557,Tzolis,64,14.9,16537,127992,a,
29,M.Bizot,45,0.1,236,588,a,
30,Digne,45,0.1,0,251,u,0.0
32,Cash,45,5.5,504,65708,d,75.0
33,Mings,45,0.4,1271,2234,a,
34,Pau,45,0.4,186,3817,d,75.0
35,Bogarde,50,0.1,264,485,a,
36,Maatsen,45,0.7,492,12789,d,25.0
37,Lindelöf,45,0.3,1298,1391,a,
38,A.García,40,1.6,3924,6707,a,
39,Nedeljkovic,40,0.1,0,606,u,0.0
41,Buendía,59,1.0,1948,9801,a,
44,Bailey,54,0.1,0,887,u,0.0
45,McGinn,54,2.3,7556,9707,a,
46,Barkley,50,0.3,998,1699,a,
47,Kamara,50,0.3,964,2227,a,100.0
48,Onana,49,0.0,30,107,i,0.0
49,Iling Jr,50,0.0,0,12,u,0.0
50,Burrowes,45,0.6,1103,3516,a,
51,George Hemmings,45,1.3,7218,7326,a,
52,Alysson,50,0.1,779,238,a,
53,Manzambi,59,0.1,842,508,a,100.0
54,Gomes,55,0.0,245,123,a,100.0
55,Watkins,78,2.8,0,18632,u,0.0
56,Abraham,55,0.2,1040,1204,a,100.0
160,Garnacho,58,0.3,388,3912,a,
166,N.Jackson,65,1.2,6132,15530,a,
582,Madjo,54,0.2,151,2062,i,0.0
596,Ruggeri,45,0.1,250,587,a,
597,Suzuki,50,1.8,7424,8019,a,
606,Rowe,40,0.2,961,809,a,
607,Lynch,45,0.1,0,770,u,0.0
611,Wan-Bissaka,45,0.2,2179,902,a,
618,Goretzka,60,0.0,26,875,i,0.0
630,Harwood-Bellis,45,0.0,147,183,a,
631,Mbaye,60,0.1,981,669,a,
57,Petrović,45,3.1,3021,11600,a,
58,Forster,40,3.5,10026,6410,a,
59,Dennis,40,0.1,0,498,u,0.0
60,Hill,55,0.8,1462,4680,a,
61,Truffert,55,3.3,2827,14220,a,
62,Diakité,50,0.2,455,1214,a,
63,Milosavljević,49,0.0,23,42,i,0.0
64,Smith,45,0.1,397,860,a,
65,J.Araujo,44,0.0,31,68,i,0.0
66,Soler,40,0.3,1190,1115,a,100.0
67,Rayan,64,1.7,1624,17655,a,
68,Tavernier,61,5.2,148274,17435,a,
69,Scott,61,5.9,39276,33698,a,
70,Kluivert,60,1.0,6122,4087,a,
71,Cook,50,0.2,397,1880,a,
72,Gannon-Doak,49,0.1,141,383,a,
73,Adams,50,0.3,1502,1916,a,100.0
74,Brooks,50,0.1,223,438,a,100.0
75,Christie,50,0.0,257,306,a,100.0
76,Tóth.A,50,0.0,27,56,a,
77,Adli,49,0.0,14,125,i,0.0
78,Kroupi.Jr,74,0.2,70,914,i,0.0
79,Evanilson,60,3.3,22198,17904,a,
80,Enes Ünal,55,0.0,0,55,u,0.0
81,Rodríguez,60,0.1,371,631,a,100.0
566,Silva,50,0.4,811,2116,a,
573,Sanchez,44,0.2,129,605,a,
608,Jebbison,50,0.1,943,938,a,
615,Di Gregorio,45,0.0,177,273,a,
82,Kelleher,50,6.4,4686,29415,a,
83,Valdimarsson,45,0.1,140,377,a,
84,Collins,55,1.2,55,19734,i,0.0
85,Van den Berg,49,0.1,14,376,i,0.0
86,Lewis-Potter,55,1.9,2903,20759,a,
87,Ajer,45,4.4,4785,27172,a,
88,Kayode,46,8.3,9921,68767,a,
89,Henry,44,0.2,166,806,a,
90,Hickey,45,0.1,151,277,a,
92,Ji-soo,45,0.0,33,82,a,
93,Schuster,45,0.1,151,280,a,
94,Schade,60,5.7,196571,16980,a,
95,O.Dango,64,0.6,296,6470,a,
96,Damsgaard,55,0.5,599,3492,a,
97,Jensen,54,0.1,7,852,i,0.0
98,Janelt,50,2.4,19693,14073,a,
99,Milambo,50,0.0,8,11,i,0.0
100,Carvalho,50,0.0,101,173,a,100.0
102,Yarmoliuk,48,0.7,428,3925,a,
103,Dasilva,49,0.0,3,142,i,0.0
105,Anthony,59,0.1,224,1027,a,
106,Thiago,79,9.7,5074,103061,a,
107,Furo,45,1.1,5460,7324,i,0.0
108,Wilson,55,0.3,648,2954,a,
565,M.Sangaré,57,12.2,14041,90441,a,
620,Diouf,45,0.1,555,876,a,
657,Nunes,45,0.0,1208,234,a,
109,Verbruggen,45,22.0,37755,54877,a,
111,Steele,40,4.2,8317,8944,a,
113,F.Kadıoğlu,44,1.7,2032,7246,a,100.0
114,Boscagli,45,0.3,641,977,a,
115,De Cuyper,48,23.4,191121,45822,a,
116,Dunk,45,1.5,13502,4310,a,
117,Coppola,45,0.0,105,118,a,
118,Igor,45,0.0,0,445,u,0.0
