id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,37.8,141889,150972,a,
2,Arrizabalaga,50,0.1,448,904,a,
3,Meslier,50,0.0,122,339,a,
4,Gabriel,80,26.3,35580,234261,a,
5,J.Timber,65,0.1,426,1949,i,0.0
6,Saliba,60,0.2,962,4587,i,0.0
7,Lewis-Skelly,55,0.7,6685,9432,a,
8,Calafiori,56,43.7,349018,80441,a,
9,Hincapie,54,1.2,3837,26001,a,
10,White,55,7.2,114940,75626,a,100.0
11,Mosquera,55,5.0,11163,63937,a,
12,Saka,95,10.6,88038,66887,a,
13,Rice,75,14.9,16623,173916,a,
14,Eze,64,1.5,6136,29459,a,
15,Ødegaard,66,11.3,90113,114752,a,
16,Madueke,64,0.3,960,5678,a,
17,Merino,59,0.5,2532,11062,a,
18,Martinelli,63,0.2,993,4484,a,
19,Zubimendi,54,0.8,3020,14416,a,
20,Dowman,54,0.1,515,1529,a,
22,Nwaneri,54,0.0,157,290,u,0.0
23,Fábio Vieira,55,0.0,175,202,u,0.0
24,Nelson,55,0.0,4,252,u,0.0
25,Gyökeres,73,5.1,6344,137500,a,
26,Havertz,75,7.0,54020,93255,a,
27,G.Jesus,59,0.3,2250,7591,u,0.0
31,Konsa,44,10.5,159461,143755,a,
452,Bruno G.,68,2.2,3872,47256,a,100.0
557,Tzolis,65,21.7,80169,389977,a,
29,M.Bizot,45,0.1,1824,1739,a,
30,Digne,45,0.1,0,1725,u,0.0
32,Cash,45,7.1,26805,55132,a,
33,Mings,45,0.4,2116,3652,a,
34,Pau,45,0.4,3210,3002,a,
35,Bogarde,50,0.1,734,972,a,
36,Maatsen,45,0.8,6753,5934,a,
37,Lindelöf,45,0.3,2263,2159,a,
38,A.García,40,1.7,11926,12456,a,
39,Nedeljkovic,40,0.2,0,3080,u,0.0
41,Buendía,60,1.1,10950,16360,a,
44,Bailey,54,0.1,939,2461,a,
45,McGinn,55,2.5,10786,31325,a,
46,Barkley,50,0.3,3756,2843,a,
47,Kamara,50,0.3,3748,4311,a,100.0
48,Onana,50,0.0,121,467,i,0.0
49,Iling Jr,50,0.0,0,57,u,0.0
50,Burrowes,45,0.7,6576,6889,a,
51,George Hemmings,45,0.9,23846,9631,a,
52,Alysson,50,0.0,589,671,a,
53,Manzambi,59,0.1,261,4141,i,0.0
54,Gomes,55,0.0,63,911,s,0.0
55,Watkins,78,5.1,4250,216497,u,0.0
56,Abraham,55,0.1,2806,2065,a,100.0
160,Garnacho,59,0.5,1940,8927,a,
166,N.Jackson,65,0.8,21890,4978,a,
582,Madjo,55,0.3,738,6857,i,0.0
596,Ruggeri,45,0.1,606,1184,a,
597,Suzuki,50,1.1,20548,7510,a,
606,Rowe,40,0.2,5204,1298,a,
607,Lynch,45,0.1,3022,1732,a,
611,Wan-Bissaka,45,0.1,5072,1205,a,
618,Goretzka,60,0.0,2707,646,a,
630,Harwood-Bellis,45,0.0,252,31,a,
631,Mbaye,60,0.0,1174,109,a,
57,Petrović,45,3.4,32357,23964,a,
58,Forster,40,3.4,25446,14639,a,
59,Dennis,40,0.2,0,2220,u,0.0
60,Hill,55,0.9,5136,7999,a,
61,Truffert,55,3.9,8958,28661,a,
62,Diakité,50,0.2,1416,3117,a,
63,Milosavljević,50,0.0,67,191,i,0.0
64,Smith,45,0.1,1229,1468,a,
65,J.Araujo,45,0.0,66,296,i,0.0
66,Soler,40,0.3,4313,1784,a,100.0
67,Rayan,65,2.4,8377,43137,a,
68,Tavernier,60,2.3,20164,34308,a,
69,Scott,60,1.9,41632,12750,a,
70,Kluivert,60,1.1,7435,16622,a,
71,Cook,50,0.2,4977,2800,a,
72,Gannon-Doak,50,0.1,303,1163,a,
73,Adams,50,0.2,4306,3691,a,100.0
74,Brooks,50,0.1,925,716,a,100.0
75,Christie,50,0.0,767,375,a,100.0
76,Tóth.A,50,0.0,89,179,a,
77,Adli,49,0.0,113,511,i,0.0
78,Kroupi.Jr,74,0.2,206,6485,i,0.0
79,Evanilson,60,3.2,52642,30049,a,
80,Enes Ünal,55,0.0,0,417,u,0.0
81,Rodríguez,60,0.1,1084,1455,a,100.0
566,Silva,50,0.4,7486,4256,a,
573,Sanchez,45,0.2,284,1712,a,
608,Jebbison,50,0.1,3454,1503,a,
615,Di Gregorio,45,0.0,1095,343,a,
82,Kelleher,50,7.2,73783,40480,a,
83,Valdimarsson,45,0.1,670,981,a,
84,Collins,55,2.2,18683,14376,a,
85,Van den Berg,49,0.1,100,2019,i,0.0
86,Lewis-Potter,55,1.9,66169,17546,a,
87,Ajer,45,4.9,95291,37894,a,
88,Kayode,46,9.3,136938,56713,a,
89,Henry,45,0.2,426,1528,a,
90,Hickey,45,0.1,503,665,a,
92,Ji-soo,45,0.0,114,208,a,
93,Schuster,45,0.2,125,1023,a,
94,Schade,60,4.0,74989,31279,a,
95,O.Dango,65,0.9,2998,19271,a,
96,Damsgaard,55,0.5,2511,5264,a,
97,Jensen,55,0.2,544,4629,d,75.0
98,Janelt,50,0.6,21997,9885,a,
99,Milambo,50,0.0,24,28,i,0.0
100,Carvalho,50,0.0,405,271,a,100.0
102,Yarmoliuk,50,1.0,635,13222,a,
103,Dasilva,50,0.0,139,371,a,
105,Anthony,60,0.2,1219,2476,a,
106,Thiago,80,14.4,43438,223755,a,
107,Furo,45,1.1,19668,10002,a,
108,Wilson,55,0.4,4063,5455,a,
565,M.Sangaré,57,13.3,396364,85964,a,
620,Diouf,45,0.1,7830,2313,a,
109,Verbruggen,45,21.6,168422,103933,a,
111,Steele,40,4.2,38706,21285,a,
113,F.Kadıoğlu,44,2.0,9120,22067,a,100.0
114,Boscagli,45,0.3,4251,2924,a,
115,De Cuyper,47,15.0,548130,78190,a,
116,Dunk,45,1.2,14087,10099,a,
117,Coppola,45,0.0,200,214,a,
118,Igor,45,0.1,444,1002,u,0.0
119,Costinha,45,0.0,268,363,a,
120,Svoboda,50,0.1,649,770,a,
121,Mitoma,60,0.0,105,779,i,0.0
122,Minteh,59,0.0,73,1553,i,0.0
123,Hinshelwood,60,1.5,5702,78696,d,50.0
124,Groß,55,14.7,264111,69874,a,
125,Georginio,55,0.8,3774,19044,d,75.0
126,O'Riley,55,0.1,784,1511,a,
127,Gomez,50,4.5,105879,37869,a,
128,Buonanotte,50,0.0,0,81,u,0.0
129,Ayari,55,0.5,1363,14607,d,75.0
130,Wieffer,50,0.5,10412,6052,a,
132,Howell,45,0.0,0,781,u,0.0
133,Watson,50,0.0,0,39,u,0.0
134,Oriola,45,0.3,2618,2784,a,
135,Yohanna,50,0.1,368,1129,a,
137,Tzimas,55,0.0,63,163,i,0.0
138,Kostoulas,55,0.4,17945,4016,a,
139,Ferguson,50,0.0,427,565,i,0.0
328,Struijk,50,0.2,1165,2711,a,100.0
504,Vuskovic,50,2.4,15708,23235,a,
594,David,60,0.3,3155,4120,a,
600,Osman,50,0.0,240,213,a,
605,Yalcouyé,45,1.6,132671,20659,a,
614,Hadjam,45,0.0,1512,390,a,
624,Cozier-Duberry,50,0.0,117,44,u,0.0
639,Andrés,55,0.0,52,7,a,
28,Martinez,50,4.4,52269,40245,a,
40,Rogers,75,24.8,165700,212183,a,
101,Henderson,50,0.0,173,609,d,75.0
136,Welbeck,59,0.9,6108,18673,a,100.0
140,Sánchez,49,1.6,1923,55795,u,0.0
141,Jörgensen,50,0.0,0,215,u,0.0
142,James,55,8.5,22369,149248,a,
143,Chalobah,55,0.1,0,2968,u,0.0
