id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,38.2,79580,58503,a,
2,Arrizabalaga,50,0.1,262,1038,a,
3,Meslier,50,0.0,82,391,a,
4,Gabriel,80,29.3,46143,89751,a,
5,J.Timber,65,0.1,331,2546,i,0.0
6,Saliba,60,0.3,722,5731,i,0.0
7,Lewis-Skelly,55,0.7,7535,6823,a,
8,Calafiori,56,41.4,256167,29632,a,
9,Hincapie,55,1.6,3129,32231,a,
10,White,55,6.2,104778,16428,a,100.0
11,Mosquera,55,5.9,12323,30807,a,
12,Saka,95,10.4,68520,23112,a,
13,Rice,75,17.2,28670,114794,a,
14,Eze,65,1.8,4490,33740,a,
15,Ødegaard,65,11.1,225381,25187,a,
16,Madueke,65,0.3,984,6058,a,
17,Merino,60,0.6,1983,12435,a,
18,Martinelli,64,0.2,994,5530,a,
19,Zubimendi,55,1.0,1243,15637,a,
20,Dowman,54,0.1,333,1937,a,
22,Nwaneri,55,0.0,57,265,a,
23,Fábio Vieira,55,0.0,59,174,a,
24,Nelson,55,0.0,49,130,a,
25,Gyökeres,74,7.3,7084,171849,a,
26,Havertz,75,7.2,145185,25874,a,
27,G.Jesus,60,0.3,1505,5689,a,
31,Konsa,45,11.2,35147,180454,a,
452,Bruno G.,70,3.0,675,96215,d,75.0
557,Tzolis,65,25.9,176969,36507,a,
28,Martinez,50,4.1,6734,42324,a,
29,M.Bizot,45,0.1,580,605,a,
30,Digne,45,0.1,0,4310,u,0.0
32,Cash,45,7.9,24739,77924,a,
33,Mings,45,0.4,2837,2635,a,
34,Pau,45,0.4,1682,3744,a,
35,Bogarde,50,0.1,540,728,a,
36,Maatsen,45,0.8,2238,6519,a,
37,Lindelöf,45,0.3,1548,3053,a,
38,A.García,40,1.7,5979,10661,a,
39,Nedeljkovic,40,0.2,0,5736,u,0.0
41,Buendía,60,1.2,3994,14810,a,
44,Bailey,55,0.1,828,2033,a,
45,McGinn,55,2.9,6161,31716,a,
46,Barkley,50,0.2,1459,1997,a,
47,Kamara,50,0.3,2079,3623,a,100.0
48,Onana,50,0.0,122,441,i,0.0
49,Iling Jr,50,0.0,0,108,u,0.0
50,Burrowes,45,0.7,2819,5262,a,
51,George Hemmings,45,0.7,5779,3889,a,
52,Alysson,50,0.0,284,455,a,
53,Manzambi,60,0.2,193,7434,i,0.0
54,Gomes,55,0.1,121,1547,s,0.0
55,Watkins,79,8.6,9500,175206,a,
56,Abraham,55,0.1,432,1952,d,75.0
160,Garnacho,60,0.6,1715,7735,a,
582,Madjo,55,0.4,1032,6463,i,0.0
596,Ruggeri,45,0.1,737,785,a,
597,Suzuki,50,0.8,3167,4908,a,
606,Rowe,40,0.0,1096,182,a,
607,Lynch,45,0.1,3101,622,a,
611,Wan-Bissaka,45,0.0,755,61,a,
57,Petrović,45,3.3,16970,9577,a,
58,Forster,40,3.2,6768,7572,a,
59,Dennis,40,0.2,1063,658,a,
60,Hill,55,0.9,6299,4909,a,
61,Truffert,55,4.3,14600,18441,a,
62,Diakité,50,0.2,2273,1850,a,
63,Milosavljević,50,0.0,63,240,i,0.0
64,Smith,45,0.1,1924,714,a,
65,J.Araujo,45,0.0,74,429,i,0.0
66,Soler,40,0.2,318,1947,d,75.0
67,Rayan,65,2.8,16888,16038,a,
68,Tavernier,60,2.2,51498,8235,a,
69,Scott,60,1.5,6051,9512,a,
70,Kluivert,60,1.2,10479,6881,a,
71,Cook,50,0.2,2234,1228,a,
72,Gannon-Doak,50,0.1,291,651,a,
73,Adams,50,0.2,2181,2352,a,100.0
74,Brooks,50,0.1,398,537,a,100.0
75,Christie,50,0.0,370,144,a,100.0
76,Tóth.A,50,0.0,77,115,a,
77,Adli,50,0.0,39,819,i,0.0
78,Kroupi.Jr,75,0.3,392,10921,i,0.0
79,Evanilson,60,2.8,47804,13114,a,
80,Enes Ünal,55,0.0,0,897,u,0.0
81,Rodríguez,60,0.1,714,932,a,100.0
566,Silva,50,0.3,4563,1491,a,
573,Sanchez,45,0.2,386,1052,a,
608,Jebbison,50,0.0,1623,273,a,
82,Kelleher,50,6.4,55506,13523,a,
83,Valdimarsson,45,0.1,495,640,a,
84,Collins,55,2.1,18934,6425,a,
85,Van den Berg,50,0.1,127,3411,i,0.0
86,Lewis-Potter,55,0.9,31824,4703,a,
87,Ajer,45,3.9,42212,8918,a,
88,Kayode,46,6.8,248533,14564,a,
89,Henry,45,0.3,452,1561,a,
90,Hickey,45,0.1,458,402,a,
91,Pinnock,45,0.1,344,715,a,
92,Ji-soo,45,0.0,92,147,a,
93,Schuster,45,0.2,117,863,a,
94,Schade,60,3.5,15874,17725,a,
95,O.Dango,65,1.1,5389,7304,a,
96,Damsgaard,55,0.5,1561,5434,a,
97,Jensen,55,0.2,2625,958,a,
98,Janelt,50,0.4,20437,2784,a,
99,Milambo,50,0.0,22,38,i,0.0
100,Carvalho,50,0.0,72,211,a,100.0
102,Yarmoliuk,50,1.2,577,9311,a,
103,Dasilva,50,0.0,140,265,a,
105,Anthony,60,0.2,1413,1725,a,
106,Thiago,80,16.9,70634,97057,a,
107,Furo,45,0.9,6092,6303,a,
108,Wilson,55,0.4,3124,3552,a,
565,M.Sangaré,56,7.4,318709,15018,a,
109,Verbruggen,45,21.6,62063,30422,a,
111,Steele,40,4.1,7615,9999,a,
113,F.Kadıoğlu,45,2.4,2056,41227,d,75.0
114,Boscagli,45,0.3,2643,1004,a,
115,De Cuyper,46,6.8,375395,13951,a,
116,Dunk,45,1.2,9378,3595,a,
117,Coppola,45,0.0,147,165,a,
118,Igor,45,0.1,387,654,a,
119,Costinha,45,0.0,218,149,a,
120,Svoboda,50,0.1,672,530,a,
121,Mitoma,60,0.0,131,1000,i,0.0
122,Minteh,60,0.1,122,2896,i,0.0
123,Hinshelwood,60,2.4,122518,13879,a,
124,Groß,55,13.2,17515,75421,a,
125,Georginio,55,1.1,22104,7933,d,75.0
126,O'Riley,55,0.1,496,1030,a,
127,Gomez,50,3.8,14941,11656,a,
128,Buonanotte,50,0.0,0,148,u,0.0
129,Ayari,55,0.7,2469,5379,a,
130,Wieffer,50,0.4,10444,2118,a,
132,Howell,45,0.1,0,1283,u,0.0
133,Watson,50,0.0,0,45,u,0.0
134,Oriola,45,0.3,1310,2043,a,
135,Yohanna,50,0.1,301,611,a,
137,Tzimas,55,0.0,68,190,i,0.0
138,Kostoulas,55,0.2,708,1531,a,
139,Ferguson,50,0.0,258,518,i,0.0
328,Struijk,50,0.2,1214,1838,a,100.0
504,Vuskovic,50,2.5,17642,8472,a,
594,David,60,0.3,2039,2799,a,
600,Osman,50,0.0,182,111,a,
605,Yalcouyé,45,0.1,3042,650,a,
614,Hadjam,45,0.0,338,15,a,
40,Rogers,75,25.8,176792,47876,a,
101,Henderson,50,0.0,183,538,d,75.0
136,Welbeck,60,1.0,1133,17925,a,100.0
140,Sánchez,50,2.3,7105,14404,a,
141,Jörgensen,50,0.0,0,445,u,0.0
142,James,55,10.1,47838,58402,a,
143,Chalobah,55,0.1,0,6815,u,0.0
144,Gusto,50,1.2,9949,8092,a,
145,Fofana,50,0.0,559,197,a,100.0
146,B.Badiashile,45,0.0,232,570,u,0.0
147,Tosin,45,0.2,220,1504,a,
148,Hato,45,0.5,3146,3340,a,
149,Colwill,50,1.6,8533,12937,a,
150,M.Sarr,45,0.1,353,746,a,
151,Acheampong,45,0.3,4667,2122,a,
152,Palestra,55,2.5,4778,39361,d,75.0
153,Disasi,45,0.1,366,685,a,
154,Palmer,95,14.4,241345,24291,a,100.0
155,Enzo,70,4.7,13349,57013,a,
156,Neto,65,1.3,4694,15593,a,
157,Estêvão,65,1.2,4381,17575,a,
158,Gittens,60,0.0,221,561,a,
159,Caicedo,55,3.2,9144,68569,d,75.0
161,Lavia,50,0.1,848,700,a,
163,D.Essugo,45,0.2,1028,2221,a,
164,Quenda,55,0.0,193,602,a,100.0
165,João Pedro,76,67.0,280099,21770,a,
166,N.Jackson,65,0.3,2677,6007,a,
167,Delap,55,0.4,3078,5651,a,
168,Marc Guiu,50,0.5,1802,4566,a,
169,Mheuka,45,0.3,2296,3454,a,
170,Emegha,50,0.2,1238,1811,a,100.0
200,Lacroix,60,9.5,46742,32333,a,
560,Penders,45,0.1,290,569,a,
561,Anselmino,45,0.0,95,382,d,25.0
568,Barco,55,0.1,249,1198,a,
578,Mudryk,55,0.0,200,750,a,
583,Chavarria,50,0.2,807,1704,a,
104,Onyeka,50,0.2,1323,1092,a,
110,Rushworth,45,1.2,4624,3130,a,
171,Dovin,40,1.6,1672,4455,a,
172,Wilson,45,0.5,164,2438,a,
173,Thomas,40,7.9,24219,16814,a,
174,Kitching,40,0.7,376,3361,a,
175,van Ewijk,40,13.2,23290,38055,a,
176,Dasilva,40,0.8,1888,2806,a,
177,Kesler-Hayden,40,0.1,130,375,a,
178,Bidwell,40,0.1,426,560,a,
179,Latibeaudiere,40,0.0,96,293,a,
180,Woolfenden,40,0.2,793,1275,a,
181,Brau,40,0.0,190,244,a,
182,Amenda,40,0.9,2193,3197,a,
183,Rudoni,50,0.1,611,918,a,100.0
184,Grimes,50,0.2,1253,1120,a,
185,Sakamoto,50,0.1,101,1056,a,
186,Mason-Clark,55,0.1,254,1153,a,100.0
187,Eccles,50,0.0,57,194,a,
188,Torp,55,0.2,217,1297,a,
189,Shepherd,45,0.3,779,2357,a,
190,Tchaouna,55,0.2,1318,921,a,
191,Borges Rodrigues,45,0.2,502,1422,a,
192,Andrews,45,0.7,2113,5454,a,
193,Wright,55,0.2,85,4365,i,0.0
194,Thomas-Asante,50,0.8,9645,5577,a,
195,Simms,50,1.0,13193,6392,a,
196,Markelo,50,0.0,0,499,u,0.0
197,Bassette,45,0.0,0,671,u,0.0
492,Awoniyi,55,0.8,4202,6415,a,
575,Yirenkyi,50,0.2,657,1975,a,
584,Hamer,55,0.1,268,1016,a,
599,Cherif,50,0.1,1274,1002,a,
42,Guessand,55,0.0,326,478,a,
198,Henderson,50,1.9,4329,10407,a,100.0
199,Benitez,45,0.1,375,857,a,
201,Muñoz,55,8.7,13511,88549,a,
202,Richards,50,0.7,3196,4327,a,
203,Canvot,50,0.3,644,2710,a,
204,Mitchell,45,5.7,4835,36134,a,
205,Sosa,45,0.0,105,265,a,
206,Chadi Riad,45,0.1,259,2168,i,0.0
207,Mingueza,45,0.1,162,953,a,
208,Sarr,65,3.1,2021,133290,i,0.0
210,Wharton,55,0.9,4786,5516,a,100.0
211,Yeremy,55,0.2,203,1691,a,
212,Hughes,45,11.1,15675,66306,a,
213,Lerma,50,0.1,162,1033,a,
214,Kamada,50,0.3,1389,2232,a,
215,Devenny,50,0.0,53,140,a,
216,Esse,50,0.0,173,452,a,
217,M.França,50,0.0,12,499,a,
218,Doucouré,50,0.1,194,781,a,
219,J.Rak-Sakyi,50,0.0,28,66,a,
220,Cardines,45,0.0,0,55,u,0.0
221,Drakes-Thomas,45,0.1,306,741,a,
222,Strand Larsen,60,0.5,1067,5148,a,
223,Mateta,65,5.4,17902,48253,a,
224,Nketiah,55,0.5,2338,4129,a,
225,Uche,50,0.0,0,0,u,0.0
241,McNeil,55,0.2,271,1161,a,
555,Matthews,40,1.8,4506,4842,a,
577,Tomiyasu,45,0.4,673,1872,a,
588,Khalaili,50,0.1,352,562,a,
595,Gozo,50,0.0,87,123,a,
21,Nørgaard,50,0.1,85,2262,i,0.0
209,Johnson,60,0.2,450,1798,a,
226,Pickford,55,8.7,49003,18804,a,
227,Travers,50,0.0,212,299,a,
228,King,45,0.0,195,287,a,
229,Tarkowski,60,8.8,33593,23227,a,
230,Branthwaite,55,1.8,14769,5917,a,
231,Keane,50,1.5,2688,17469,a,
232,O'Brien,50,0.5,1166,5015,a,
233,Mykolenko,45,1.6,15049,5771,a,
234,Patterson,45,0.0,155,280,a,
235,Aznou,40,0.2,811,1260,a,
236,Dewsbury-Hall,65,4.4,96829,18282,a,
237,Ndiaye,60,16.0,86086,35185,a,
239,Garner,60,0.1,983,1263,a,100.0
240,Iroegbunam,50,0.0,17,275,i,0.0
242,George,55,0.3,1572,1741,a,
243,Alcaraz,50,0.1,603,832,a,
244,Armstrong,50,0.2,8449,1622,a,
245,Dibling,55,0.0,134,541,a,
246,Röhl,50,0.1,356,431,a,
247,Hackney,55,0.3,801,1601,d,75.0
248,Beto,55,2.4,6011,28874,a,
249,Barry,55,2.6,84878,13698,a,
250,Leno,45,3.0,8179,8071,a,
251,Lecomte,40,1.2,1024,2683,a,
252,McNally,40,0.2,555,451,a,
253,Andersen,50,0.1,1388,433,a,100.0
254,Robinson,45,1.7,8244,7018,a,
255,J.Cuenca,45,0.0,530,170,a,
