id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,37.9,119845,126536,a,
2,Arrizabalaga,50,0.1,392,782,a,
3,Meslier,50,0.0,94,289,a,
4,Gabriel,80,26.8,30425,200607,a,
5,J.Timber,65,0.1,366,1749,i,0.0
6,Saliba,60,0.2,887,4150,i,0.0
7,Lewis-Skelly,55,0.7,5743,8036,a,
8,Calafiori,56,43.2,287584,69073,a,
9,Hincapie,54,1.3,3561,22524,a,
10,White,55,7.2,96417,63762,a,100.0
11,Mosquera,55,5.1,9667,53534,a,
12,Saka,95,10.5,69996,56461,a,
13,Rice,75,15.2,14531,149643,a,
14,Eze,64,1.5,5352,25385,a,
15,Ødegaard,66,11.4,79315,95081,a,
16,Madueke,64,0.3,884,4811,a,
17,Merino,59,0.5,2263,9701,a,
18,Martinelli,63,0.2,859,3936,a,
19,Zubimendi,54,0.9,2792,12463,a,
20,Dowman,54,0.1,463,1342,a,
22,Nwaneri,54,0.0,150,239,a,
23,Fábio Vieira,55,0.0,161,160,a,
24,Nelson,55,0.0,4,225,u,0.0
25,Gyökeres,73,5.3,5550,117396,a,
26,Havertz,75,7.1,47108,78408,a,
27,G.Jesus,59,0.3,2137,6145,a,
31,Konsa,44,10.5,131013,123932,a,
452,Bruno G.,69,2.2,2921,42617,a,100.0
557,Tzolis,65,22.6,75802,316927,a,
29,M.Bizot,45,0.1,1642,1542,a,
30,Digne,45,0.1,0,1553,u,0.0
32,Cash,45,7.2,21753,47661,a,
33,Mings,45,0.4,1896,3153,a,
34,Pau,45,0.4,2507,2586,a,
35,Bogarde,50,0.1,647,846,a,
36,Maatsen,45,0.7,5292,4995,a,
37,Lindelöf,45,0.3,1884,1837,a,
38,A.García,40,1.7,10188,10766,a,
39,Nedeljkovic,40,0.2,0,2737,u,0.0
41,Buendía,60,1.1,8455,13970,a,
44,Bailey,55,0.1,807,2087,a,
45,McGinn,55,2.5,8995,26770,a,
46,Barkley,50,0.2,3085,2409,a,
