id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,38.9,147592,122469,a,
2,Arrizabalaga,49,0.1,224,599,a,
3,Meslier,49,0.0,83,216,a,
4,Gabriel,80,24.6,34886,150170,a,
5,J.Timber,65,0.1,488,1026,d,25.0
6,Saliba,59,0.2,620,2630,i,0.0
7,Lewis-Skelly,55,0.7,4953,6801,a,
8,Calafiori,57,48.0,299464,54758,a,
9,Hincapie,53,1.1,2621,12887,a,
10,White,55,7.6,76513,70156,a,100.0
11,Mosquera,54,3.3,616,108443,d,75.0
12,Saka,95,11.4,126779,83280,a,
13,Rice,74,13.5,17472,90477,a,
14,Eze,64,1.3,2870,19792,a,
15,Ødegaard,66,14.5,363282,67215,a,
16,Madueke,63,0.2,1152,2984,a,
17,Merino,59,0.5,1406,7220,a,
18,Martinelli,63,0.1,0,5017,u,0.0
19,Zubimendi,54,0.7,1182,8164,a,
20,Dowman,53,0.1,442,940,a,
22,Nwaneri,54,0.0,0,267,u,0.0
23,Fábio Vieira,55,0.0,0,216,u,0.0
24,Nelson,55,0.0,0,77,u,0.0
25,Gyökeres,73,4.0,4582,61129,a,
26,Havertz,75,7.6,118801,46720,a,
27,G.Jesus,59,0.2,0,6326,u,0.0
31,Konsa,44,13.8,339482,61802,a,
452,Bruno G.,68,1.8,1519,25111,a,100.0
557,Tzolis,64,17.1,47801,242244,a,
29,M.Bizot,45,0.1,669,1055,a,
30,Digne,45,0.1,0,682,u,0.0
32,Cash,45,6.7,17457,35664,d,75.0
33,Mings,45,0.4,2247,1468,a,
34,Pau,45,0.4,1369,3504,a,
35,Bogarde,50,0.1,477,771,a,
36,Maatsen,45,0.8,6898,3736,a,
37,Lindelöf,45,0.3,2085,1241,a,
38,A.García,40,1.7,8466,11318,a,
39,Nedeljkovic,40,0.2,0,1486,u,0.0
41,Buendía,59,1.0,6730,13300,a,
44,Bailey,54,0.1,0,3557,u,0.0
45,McGinn,54,2.3,9428,20166,a,
46,Barkley,50,0.3,3079,2224,a,
47,Kamara,50,0.3,2409,3001,a,100.0
48,Onana,50,0.0,74,192,i,0.0
49,Iling Jr,50,0.0,0,17,u,0.0
50,Burrowes,45,0.7,4913,5507,a,
51,George Hemmings,45,1.2,30635,13039,a,
52,Alysson,50,0.0,324,455,a,
53,Manzambi,59,0.1,292,1322,i,0.0
54,Gomes,55,0.0,85,365,s,0.0
55,Watkins,78,3.3,0,93123,u,0.0
56,Abraham,55,0.2,2892,1823,a,100.0
160,Garnacho,59,0.4,1092,5780,a,
166,N.Jackson,65,1.1,21289,11227,a,
582,Madjo,55,0.3,264,3592,i,0.0
596,Ruggeri,45,0.1,167,761,a,
597,Suzuki,50,1.6,46639,9802,a,
606,Rowe,40,0.2,1960,1227,a,
607,Lynch,45,0.1,0,2361,u,0.0
611,Wan-Bissaka,45,0.2,1955,1460,a,
618,Goretzka,60,0.0,874,1274,i,0.0
630,Harwood-Bellis,45,0.0,450,177,a,
631,Mbaye,60,0.1,2121,952,a,
57,Petrović,45,3.3,16715,21471,a,
58,Forster,40,3.4,21388,12049,a,
59,Dennis,40,0.1,0,1076,u,0.0
60,Hill,55,0.8,4291,6383,a,
61,Truffert,55,3.5,6496,29382,a,
62,Diakité,50,0.2,843,1918,a,
63,Milosavljević,50,0.0,49,117,i,0.0
64,Smith,45,0.1,786,1084,a,
65,J.Araujo,44,0.0,74,168,i,0.0
66,Soler,40,0.3,2631,1795,a,100.0
67,Rayan,64,2.0,4825,26664,a,
68,Tavernier,60,3.3,102065,27314,a,
69,Scott,60,4.7,234233,31588,a,
70,Kluivert,60,1.0,4967,12841,a,
71,Cook,50,0.2,1451,2225,a,
72,Gannon-Doak,49,0.1,250,677,a,
73,Adams,50,0.3,3784,2352,a,100.0
74,Brooks,50,0.1,462,520,a,100.0
75,Christie,50,0.0,593,353,a,100.0
76,Tóth.A,50,0.0,53,141,a,
77,Adli,49,0.0,38,219,i,0.0
78,Kroupi.Jr,74,0.2,137,2403,i,0.0
79,Evanilson,60,3.2,29092,27849,a,
80,Enes Ünal,55,0.0,0,166,u,0.0
81,Rodríguez,60,0.1,876,1149,a,100.0
566,Silva,50,0.4,2769,3546,a,
573,Sanchez,45,0.2,170,1027,a,
608,Jebbison,50,0.1,2253,1205,a,
615,Di Gregorio,45,0.0,507,361,a,
82,Kelleher,50,6.7,21859,34514,a,
83,Valdimarsson,45,0.1,393,647,a,
84,Collins,55,1.7,1184,44871,d,25.0
85,Van den Berg,49,0.1,53,907,i,0.0
86,Lewis-Potter,55,2.2,17197,19237,a,
87,Ajer,45,4.8,31474,56359,a,
88,Kayode,46,9.0,30945,70704,a,
89,Henry,45,0.2,201,1241,a,
90,Hickey,45,0.1,202,470,a,
92,Ji-soo,45,0.0,69,170,a,
93,Schuster,45,0.1,277,420,a,
94,Schade,60,3.9,17463,48514,a,
95,O.Dango,64,0.7,815,13059,a,
96,Damsgaard,55,0.5,3409,2588,a,
97,Jensen,55,0.1,19,2772,i,0.0
98,Janelt,50,1.7,95800,19667,a,
99,Milambo,50,0.0,15,23,i,0.0
100,Carvalho,50,0.0,255,236,a,100.0
102,Yarmoliuk,49,0.8,516,9628,a,
103,Dasilva,50,0.0,21,433,i,0.0
105,Anthony,60,0.1,457,1605,a,
106,Thiago,79,11.8,14368,194135,a,
107,Furo,45,1.1,12916,9223,a,
108,Wilson,55,0.4,1862,3843,a,
565,M.Sangaré,57,13.8,78076,187968,a,
620,Diouf,45,0.1,1181,1403,a,
109,Verbruggen,45,22.2,137040,104523,a,
111,Steele,40,4.3,27605,19869,a,
113,F.Kadıoğlu,44,1.8,3668,14591,a,100.0
114,Boscagli,45,0.3,1270,1676,a,
115,De Cuyper,48,20.2,334700,71569,a,
116,Dunk,45,1.3,9901,5547,a,
117,Coppola,45,0.0,102,163,a,
118,Igor,45,0.1,0,1462,u,0.0
119,Costinha,45,0.0,126,195,a,
120,Svoboda,50,0.1,567,633,a,
121,Mitoma,59,0.0,54,343,i,0.0
122,Minteh,59,0.0,24,523,i,0.0
123,Hinshelwood,60,1.0,825,28020,d,50.0
124,Groß,56,16.3,173946,108305,a,
125,Georginio,55,0.6,711,11291,d,75.0
126,O'Riley,55,0.1,636,955,a,
127,Gomez,50,4.9,56598,56663,a,
128,Buonanotte,50,0.0,0,29,u,0.0
129,Ayari,54,0.4,1180,3847,a,100.0
130,Wieffer,50,0.3,52,13508,i,0.0
132,Howell,45,0.0,0,410,u,0.0
133,Watson,50,0.0,0,15,u,0.0
134,Oriola,45,0.3,1545,2074,a,
135,Yohanna,49,0.1,298,654,a,
137,Tzimas,55,0.0,53,90,i,0.0
