id,web_name,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,status,chance_of_playing_next_round
1,Raya,60,38.1,50651,57700,a,
2,Arrizabalaga,50,0.1,213,357,a,
3,Meslier,50,0.0,45,127,a,
4,Gabriel,80,28.0,15673,92814,a,
5,J.Timber,65,0.1,223,986,i,0.0
6,Saliba,60,0.3,579,2407,i,0.0
7,Lewis-Skelly,55,0.7,2553,3416,a,
8,Calafiori,56,41.6,78614,37176,a,
9,Hincapie,54,1.4,2337,7763,a,
10,White,55,7.0,36839,27165,a,100.0
11,Mosquera,55,5.5,4562,20821,a,
12,Saka,95,10.2,13526,29639,a,
13,Rice,75,16.1,7405,66298,a,
14,Eze,64,1.7,2942,10314,a,
15,Ødegaard,66,11.9,42274,29634,a,
16,Madueke,64,0.3,579,1782,a,
17,Merino,59,0.6,1306,4580,a,
18,Martinelli,64,0.2,527,1674,a,
19,Zubimendi,54,0.9,1719,5239,a,
20,Dowman,54,0.1,317,643,a,
22,Nwaneri,54,0.0,74,113,a,
23,Fábio Vieira,55,0.0,78,66,a,
24,Nelson,55,0.0,4,137,u,0.0
25,Gyökeres,74,6.2,3259,39275,a,
26,Havertz,75,7.4,25121,29323,a,
27,G.Jesus,60,0.3,1358,2575,a,
31,Konsa,44,10.4,39742,56251,a,
452,Bruno G.,69,2.4,425,26095,d,75.0
557,Tzolis,65,25.7,55933,52687,a,
29,M.Bizot,45,0.1,997,553,a,
30,Digne,45,0.1,0,949,u,0.0
32,Cash,45,7.3,7486,23909,a,
33,Mings,45,0.4,1030,1139,a,
34,Pau,45,0.4,671,1194,a,
35,Bogarde,50,0.1,316,399,a,
36,Maatsen,45,0.7,1281,2256,a,
37,Lindelöf,45,0.3,644,887,a,
38,A.García,40,1.7,4940,4885,a,
39,Nedeljkovic,40,0.2,0,1594,u,0.0
41,Buendía,60,1.1,2941,6825,a,
44,Bailey,55,0.1,459,901,a,
45,McGinn,55,2.7,3958,12589,a,
46,Barkley,50,0.2,1076,1100,a,
47,Kamara,50,0.3,1416,1834,a,100.0
48,Onana,50,0.0,65,229,i,0.0
49,Iling Jr,50,0.0,0,30,u,0.0
50,Burrowes,45,0.7,2934,2771,a,
51,George Hemmings,45,0.8,6502,3216,a,
52,Alysson,50,0.0,182,269,a,
53,Manzambi,59,0.2,153,2276,i,0.0
54,Gomes,55,0.0,24,460,s,0.0
55,Watkins,79,6.6,2716,75274,a,
56,Abraham,55,0.1,174,1010,d,50.0
160,Garnacho,59,0.5,866,3491,a,
166,N.Jackson,65,0.6,21398,3812,a,
582,Madjo,55,0.4,375,3427,i,0.0
596,Ruggeri,45,0.1,352,372,a,
597,Suzuki,50,0.9,3612,2683,a,
606,Rowe,40,0.1,2019,474,a,
607,Lynch,45,0.1,1594,740,a,
611,Wan-Bissaka,45,0.1,2205,416,a,
618,Goretzka,60,0.0,1351,208,a,
57,Petrović,45,3.4,14726,8889,a,
58,Forster,40,3.2,9674,5429,a,
59,Dennis,40,0.2,0,1201,u,0.0
60,Hill,55,0.9,2425,3184,a,
61,Truffert,55,4.1,4937,11333,a,
62,Diakité,50,0.2,726,1422,a,
63,Milosavljević,50,0.0,30,85,i,0.0
64,Smith,45,0.1,586,601,a,
65,J.Araujo,45,0.0,36,164,i,0.0
66,Soler,40,0.2,1448,748,a,100.0
67,Rayan,65,2.6,3981,19604,a,
68,Tavernier,60,2.5,11414,15300,a,
69,Scott,60,1.7,19410,5437,a,
70,Kluivert,60,1.2,3508,7435,a,
71,Cook,50,0.2,2311,1110,a,
72,Gannon-Doak,50,0.1,149,524,a,
73,Adams,50,0.2,2043,1679,a,100.0
74,Brooks,50,0.1,413,301,a,100.0
75,Christie,50,0.0,367,170,a,100.0
76,Tóth.A,50,0.0,43,80,a,
77,Adli,49,0.0,39,277,i,0.0
78,Kroupi.Jr,74,0.3,126,3778,i,0.0
79,Evanilson,60,3.2,27320,12545,a,
80,Enes Ünal,55,0.0,0,234,u,0.0
81,Rodríguez,60,0.1,485,641,a,100.0
566,Silva,50,0.4,1548,1222,a,
573,Sanchez,45,0.2,113,727,a,
608,Jebbison,50,0.1,1533,612,a,
615,Di Gregorio,45,0.0,522,142,a,
82,Kelleher,50,6.8,31498,14180,a,
83,Valdimarsson,45,0.1,281,407,a,
84,Collins,55,2.1,8705,5468,a,
85,Van den Berg,50,0.1,59,1048,i,0.0
86,Lewis-Potter,55,1.5,27249,6124,a,
87,Ajer,45,4.4,33318,11394,a,
88,Kayode,46,8.6,62823,19457,a,
89,Henry,45,0.2,193,608,a,
90,Hickey,45,0.1,249,288,a,
92,Ji-soo,45,0.0,54,87,a,
93,Schuster,45,0.2,50,399,a,
94,Schade,60,3.6,23166,12746,a,
95,O.Dango,65,1.0,1530,8660,a,
96,Damsgaard,55,0.5,1030,2286,a,
97,Jensen,55,0.2,504,1788,d,75.0
98,Janelt,50,0.6,12000,4179,a,
99,Milambo,50,0.0,14,14,i,0.0
100,Carvalho,50,0.0,186,123,a,100.0
102,Yarmoliuk,50,1.1,335,5823,a,
103,Dasilva,50,0.0,56,172,a,
105,Anthony,60,0.2,585,1101,a,
106,Thiago,80,15.4,18087,102419,a,
107,Furo,45,1.0,7508,3893,a,
108,Wilson,55,0.4,1772,2268,a,
565,M.Sangaré,56,10.4,123216,34150,a,
620,Diouf,45,0.1,4759,1169,a,
109,Verbruggen,45,21.5,68063,37262,a,
111,Steele,40,4.1,12652,7318,a,
113,F.Kadıoğlu,44,2.2,4393,9661,a,100.0
114,Boscagli,45,0.3,2308,1215,a,
115,De Cuyper,46,11.7,256072,26176,a,
116,Dunk,45,1.2,6875,3885,a,
117,Coppola,45,0.0,84,84,a,
118,Igor,45,0.1,207,315,a,
119,Costinha,45,0.0,111,153,a,
120,Svoboda,50,0.1,276,307,a,
121,Mitoma,60,0.0,58,425,i,0.0
122,Minteh,59,0.1,37,832,i,0.0
123,Hinshelwood,60,1.8,3966,43684,d,50.0
124,Groß,55,13.0,67555,29902,a,
125,Georginio,55,0.9,2413,9167,d,75.0
126,O'Riley,55,0.1,366,658,a,
127,Gomez,50,4.0,33624,12759,a,
128,Buonanotte,50,0.0,0,41,u,0.0
129,Ayari,55,0.6,1254,5637,d,75.0
130,Wieffer,50,0.5,5417,2428,a,
132,Howell,45,0.0,0,427,u,0.0
133,Watson,50,0.0,0,16,u,0.0
134,Oriola,45,0.3,1115,1145,a,
135,Yohanna,50,0.1,162,506,a,
137,Tzimas,55,0.0,21,74,i,0.0
138,Kostoulas,55,0.3,4729,1195,a,
139,Ferguson,50,0.0,230,296,i,0.0
328,Struijk,50,0.2,521,1134,a,100.0
504,Vuskovic,50,2.5,8451,9252,a,
594,David,60,0.3,1337,1820,a,
600,Osman,50,0.0,102,76,a,
605,Yalcouyé,45,0.5,37119,4040,a,
614,Hadjam,45,0.0,917,168,a,
624,Cozier-Duberry,50,0.0,19,4,a,
28,Martinez,50,4.3,21852,12637,a,
40,Rogers,75,25.9,88542,82248,a,
101,Henderson,50,0.0,100,305,d,75.0
136,Welbeck,59,0.9,3341,8902,a,100.0
140,Sánchez,50,1.9,1286,25303,a,
141,Jörgensen,50,0.0,0,113,u,0.0
142,James,55,9.4,13765,63191,a,
143,Chalobah,55,0.1,0,1694,u,0.0
144,Gusto,50,1.2,4481,6341,a,
145,Fofana,50,0.1,1102,385,a,100.0
146,B.Badiashile,45,0.0,0,345,u,0.0
147,Tosin,45,0.2,96,806,a,
148,Hato,45,0.5,8104,2723,a,
149,Colwill,50,1.4,3650,9951,a,
150,M.Sarr,45,0.1,24,1618,u,0.0
151,Acheampong,45,0.4,2522,2396,a,
152,Palestra,54,1.8,336,28459,d,75.0
154,Palmer,96,17.7,147385,48649,a,100.0
155,Enzo,69,3.8,2973,52398,a,
156,Neto,65,1.2,8064,6663,a,
157,Estêvão,64,1.0,1643,13153,a,
158,Gittens,59,0.0,111,377,a,
159,Caicedo,54,2.5,1732,35320,d,75.0
161,Lavia,50,0.1,3701,706,a,
163,D.Essugo,45,0.2,718,1026,a,
164,Quenda,54,0.0,95,462,a,100.0
165,João Pedro,76,69.3,143235,34835,a,
168,Marc Guiu,50,0.4,1167,2771,a,
169,Mheuka,45,0.4,2314,1842,a,
170,Emegha,50,0.1,777,1234,a,100.0
200,Lacroix,60,9.2,18141,40967,a,
560,Penders,45,0.1,150,440,a,
561,Anselmino,45,0.0,76,93,a,100.0
568,Barco,55,0.1,496,624,a,
578,Mudryk,55,0.0,81,456,a,
583,Chavarria,50,0.2,281,1294,a,
